tipo_documento;;documento;;nombre_completo;;caracterizacion
CE;;2032301879;;Rafael Rivera;;EMBARGAR
CE;;2059554075;;Teresa Prieto;;INHABILITAR
CC;;2041027684;;Silvia Moreno;;INHABILITAR
RC;;2069594320;;Angela Franco;;EMBARGAR
CC;;2092493670;;Lucrecia Gomez;;EMBARGAR
TI;;2062071560;;Veronica Cano;;INHABILITAR
TI;;2013575463;;Cesar Rodriguez;;EMBARGAR
RC;;2059904149;;Beatriz Aguilar;;EMBARGAR
CE;;2094099629;;Alonso Cabrera;;EMBARGAR
CE;;2069301490;;Marcela Valencia;;EMBARGAR
CE;;2062945719;;Esteban Bautista;;EMBARGAR
CE;;2061857422;;Sebastian Velasquez;;EMBARGAR
RC;;2067222529;;Alfredo Munoz;;INHABILITAR
NUIP;;2077427090;;Rafael Gutierrez;;EMBARGAR
NUIP;;2089953031;;Eduardo Fernandez;;INHABILITAR
NUIP;;2047505908;;Alonso Quiroz;;INHABILITAR
CC;;2069454545;;Mauricio Vega;;EMBARGAR
CE;;2076629200;;Santiago Murillo;;EMBARGAR
NUIP;;2039823137;;Roberto Vega;;EMBARGAR
NUIP;;2066996366;;Manuel Rojas;;EMBARGAR
NUIP;;2038843254;;Mauricio Paredes;;INHABILITAR
CE;;2048405023;;Felipe Diaz;;INHABILITAR
CC;;2092515804;;Samuel Zapata;;INHABILITAR
CC;;2068107107;;Adriana Castro;;EMBARGAR
RC;;2067985604;;Juan Vega;;INHABILITAR
NUIP;;2045697008;;Camila Valencia;;INHABILITAR
CE;;2094517259;;Lucrecia Vega;;EMBARGAR
CE;;2085092164;;Luis Castaño;;INHABILITAR
TI;;2089228350;;Paola Rivera;;EMBARGAR
TI;;2031975227;;Ricardo Moreno;;EMBARGAR
NUIP;;2059713010;;Tatiana Lara;;INHABILITAR
CC;;2097676706;;Oscar Arango;;EMBARGAR
CC;;2058880416;;Claudia Paredes;;INHABILITAR
CE;;2078618988;;Violeta Moreno;;INHABILITAR
TI;;2050360820;;Carlos Sanchez;;EMBARGAR
NUIP;;2099346588;;Gustavo Montoya;;INHABILITAR
CC;;2089646493;;Nathalia Jimenez;;EMBARGAR
CE;;2032747970;;Alicia Mejia;;INHABILITAR
CE;;2085130329;;Sebastian Diaz;;INHABILITAR
TI;;2052289976;;Alicia Lara;;INHABILITAR
CC;;2037980229;;Esteban Bonilla;;INHABILITAR
TI;;2018572656;;Diego Ramirez;;INHABILITAR
CE;;2085099713;;Mauricio Rodriguez;;INHABILITAR
