tipo_documento;;documento;;nombre_completo;;caracterizacion
TI;;2033537019;;Alonso Lopez;;INHABILITAR
CC;;2012916347;;Mariana Giraldo;;INHABILITAR
CE;;2074301546;;Silvia Diaz;;EMBARGAR
CC;;2001263529;;Luis Mejia;;INHABILITAR
TI;;2052146916;;Oscar Beltran;;EMBARGAR
NUIP;;2029769168;;Catalina Lopez;;EMBARGAR
NUIP;;2019979079;;Eduardo Aguilar;;EMBARGAR
NUIP;;2040345715;;Alfredo Robledo;;INHABILITAR
CC;;2080507906;;Claudia Giraldo;;INHABILITAR
RC;;2053916377;;Diana Ramirez;;INHABILITAR
NUIP;;2064156129;;Juan Hernandez;;EMBARGAR
RC;;2044768688;;Patricia Ruiz;;EMBARGAR
CC;;2011203721;;Liliana Franco;;EMBARGAR
TI;;2006067454;;Laura Lopez;;INHABILITAR
NUIP;;2056601757;;Veronica Beltran;;INHABILITAR
CC;;2017069498;;Mariana Acosta;;EMBARGAR
RC;;2093327043;;Marta Diaz;;EMBARGAR
NUIP;;2004384991;;Gloria Fernandez;;EMBARGAR
TI;;2067737290;;Rosa Martinez;;EMBARGAR
NUIP;;2085391111;;Gustavo Torres;;INHABILITAR
RC;;2064099673;;Pedro Duarte;;INHABILITAR
TI;;2059799685;;Victor Rios;;EMBARGAR
CC;;2069068125;;Valentina Ramirez;;EMBARGAR
CE;;2072937444;;Rosa Bautista;;INHABILITAR
TI;;2076279035;;Oscar Salazar;;EMBARGAR
RC;;2093295800;;Miguel Gomez;;INHABILITAR
NUIP;;2002792014;;Rosa Montoya;;INHABILITAR
NUIP;;2082380427;;Felipe Sanchez;;INHABILITAR
TI;;2023418620;;Jose Rojas;;EMBARGAR
CE;;2008181685;;Samuel Franco;;EMBARGAR
TI;;2099614025;;Claudia Paredes;;INHABILITAR
TI;;2034371876;;Teresa Diaz;;INHABILITAR
CC;;2012930306;;Diego Rojas;;INHABILITAR
RC;;2082771438;;Esteban Mendez;;INHABILITAR
CC;;2063361587;;Luis Rodriguez;;INHABILITAR
NUIP;;2093994687;;Nathalia Beltran;;EMBARGAR
CE;;2043430117;;Sandra Gallego;;INHABILITAR
CC;;2049638536;;Monica Martinez;;INHABILITAR
CE;;2090427806;;Alonso Fernandez;;INHABILITAR
CE;;2091644206;;Alonso Gallego;;INHABILITAR
NUIP;;2030599322;;Tatiana Diaz;;EMBARGAR
NUIP;;2066206115;;Andres Montoya;;EMBARGAR
RC;;2068784799;;Valentina Zapata;;EMBARGAR
NUIP;;2059812491;;Ivan Cano;;INHABILITAR
TI;;2053821647;;Sandra Cano;;INHABILITAR
CC;;2033573299;;Santiago Rios;;INHABILITAR
RC;;2056846861;;Santiago Acosta;;INHABILITAR
CE;;2017805869;;Veronica Castaño;;INHABILITAR
RC;;2013463069;;Felipe Torres;;EMBARGAR
CC;;2064791354;;Pedro Gomez;;EMBARGAR
CC;;2014262977;;Paola Torres;;INHABILITAR
CC;;2038719255;;Raquel Montoya;;EMBARGAR
NUIP;;2059745558;;Jorge Fernandez;;EMBARGAR
NUIP;;2014049464;;Liliana Moreno;;INHABILITAR
NUIP;;2037726247;;Javier Acosta;;INHABILITAR
CE;;2074219637;;Liliana Cano;;EMBARGAR
TI;;2046531844;;Monica Munoz;;EMBARGAR
RC;;2016668011;;Silvia Valencia;;EMBARGAR
CC;;2075614796;;Monica Diaz;;EMBARGAR
RC;;2037618816;;Silvia Mendez;;EMBARGAR
CE;;2052763766;;Liliana Fernandez;;EMBARGAR
CC;;2019191145;;Liliana Vargas;;INHABILITAR
NUIP;;2066069390;;Mariana Ortiz;;EMBARGAR
CC;;2057765090;;Liliana Diaz;;INHABILITAR
CE;;2014564677;;Marcela Duarte;;INHABILITAR
CE;;2090817472;;Rosa Moreno;;INHABILITAR
CE;;2009456216;;Nathalia Torres;;INHABILITAR
NUIP;;2005866636;;Hector Montoya;;INHABILITAR
CE;;2093738508;;Luis Sanchez;;INHABILITAR
RC;;2029458013;;Felipe Lara;;EMBARGAR
TI;;2027945483;;Jose Castillo;;EMBARGAR
NUIP;;2098979594;;Felipe Bonilla;;INHABILITAR
TI;;2066199269;;Esteban Castro;;EMBARGAR
TI;;2039773363;;Valentina Hernandez;;EMBARGAR
CC;;2085018383;;Ivan Jaramillo;;INHABILITAR
RC;;2053429570;;Felipe Ortiz;;EMBARGAR
TI;;2054957125;;Sebastian Hernandez;;INHABILITAR
CC;;2085226453;;Hernan Montoya;;INHABILITAR
TI;;2063963118;;Gustavo Fernandez;;EMBARGAR
TI;;2065276140;;Roberto Robledo;;EMBARGAR
TI;;2067521643;;Rodrigo Cabrera;;EMBARGAR
CE;;2028586271;;Samuel Zapata;;INHABILITAR
RC;;2067629559;;Paola Hernandez;;EMBARGAR
CE;;2040417846;;Luisa Herrera;;EMBARGAR
CC;;2086308867;;Gabriela Gomez;;EMBARGAR
CE;;2039166171;;Lorena Zapata;;INHABILITAR
NUIP;;2013013778;;Jose Arango;;INHABILITAR
CE;;2007352592;;Mariana Diaz;;EMBARGAR
NUIP;;2027528360;;Pedro Lopez;;INHABILITAR
RC;;2066975139;;Rafael Castillo;;INHABILITAR
NUIP;;2079459615;;Diana Castaño;;INHABILITAR
NUIP;;2055458846;;Laura Mendez;;EMBARGAR
CC;;2069305623;;Sandra Robledo;;EMBARGAR
CC;;2097575689;;Alonso Ruiz;;INHABILITAR
TI;;2053064752;;Rafael Gallego;;EMBARGAR
NUIP;;2015205652;;Lorena Fernandez;;INHABILITAR
NUIP;;2023318496;;Luis Jaramillo;;INHABILITAR
CE;;2028926177;;Paola Diaz;;INHABILITAR
CE;;2054381726;;Andres Molina;;EMBARGAR
CE;;2033669163;;Raquel Herrera;;INHABILITAR
