tipo_documento;;documento;;nombre_completo;;caracterizacion
RC;;2095362906;;Rafael Gomez;;EMBARGAR
TI;;2096642376;;Ana Arias;;EMBARGAR
TI;;2023376342;;Cristian Jimenez;;EMBARGAR
NUIP;;2041972211;;Angela Montoya;;EMBARGAR
NUIP;;2020235846;;Tatiana Ramirez;;EMBARGAR
TI;;2000181382;;Cristian Rodriguez;;EMBARGAR
RC;;2015646191;;Gustavo Ospina;;INHABILITAR
CE;;2028122050;;Cesar Cardenas;;INHABILITAR
CE;;2001677038;;Fernando Salazar;;EMBARGAR
RC;;2026192805;;Violeta Munoz;;INHABILITAR
TI;;2085223054;;Alfredo Hernandez;;INHABILITAR
CE;;2051559157;;Oscar Ruiz;;INHABILITAR
RC;;2094016790;;Carlos Beltran;;EMBARGAR
TI;;2097708562;;Teresa Rojas;;INHABILITAR
NUIP;;2017365155;;Teresa Fernandez;;INHABILITAR
CC;;2054670843;;Alonso Molina;;INHABILITAR
CE;;2054935037;;Marcela Bonilla;;EMBARGAR
RC;;2032301770;;Hector Montoya;;INHABILITAR
RC;;2096918955;;Silvia Gallego;;INHABILITAR
TI;;2069205511;;Valentina Velasquez;;EMBARGAR
NUIP;;2047504420;;Beatriz Torres;;INHABILITAR
NUIP;;2069881728;;Camila Montoya;;EMBARGAR
RC;;2084380988;;Paola Gallego;;EMBARGAR
TI;;2094456828;;Valentina Diaz;;INHABILITAR
CE;;2021059704;;Gabriela Castillo;;INHABILITAR
CC;;2072306642;;Jorge Franco;;EMBARGAR
CE;;2000382317;;Ricardo Giraldo;;INHABILITAR
CE;;2017178136;;Jose Torres;;EMBARGAR
RC;;2061459333;;Ricardo Montoya;;INHABILITAR
NUIP;;2032115735;;Ivan Herrera;;EMBARGAR
TI;;2043916129;;Hector Vargas;;EMBARGAR
CE;;2061902504;;Mariana Ruiz;;INHABILITAR
TI;;2015604951;;Diana Herrera;;EMBARGAR
TI;;2022989822;;Hernan Castaño;;EMBARGAR
TI;;2016045703;;Veronica Jaramillo;;EMBARGAR
CC;;2040190178;;Rosa Cabrera;;INHABILITAR
RC;;2058346138;;Rodrigo Gomez;;EMBARGAR
RC;;2003042389;;Silvia Herrera;;INHABILITAR
RC;;2083050650;;Angela Salazar;;EMBARGAR
CE;;2061308493;;Manuel Mendez;;EMBARGAR
