tipo_documento;;documento;;nombre_completo;;caracterizacion
NUIP;;2025869345;;Julia Vega;;INHABILITAR
NUIP;;2065047377;;Teresa Lopez;;INHABILITAR
TI;;2008018318;;Sebastian Ramirez;;INHABILITAR
TI;;2025269477;;Ricardo Lopez;;EMBARGAR
CE;;2044622655;;Nathalia Ramirez;;EMBARGAR
CE;;2040805299;;Sebastian Lara;;EMBARGAR
CC;;2031240235;;Marcela Torres;;EMBARGAR
CC;;2034241116;;Angela Duarte;;EMBARGAR
NUIP;;2082490184;;Carmen Mendez;;EMBARGAR
CE;;2094773745;;Ricardo Diaz;;EMBARGAR
CE;;2044694062;;Lorena Diaz;;INHABILITAR
CE;;2089598323;;Felipe Vargas;;INHABILITAR
NUIP;;2048854167;;Rodrigo Ortiz;;EMBARGAR
RC;;2059345763;;Roberto Ortiz;;EMBARGAR
CE;;2020054122;;Liliana Aguilar;;EMBARGAR
CC;;2084928295;;Adriana Cano;;EMBARGAR
RC;;2025074960;;Ivan Duarte;;INHABILITAR
NUIP;;2031945444;;Lorena Ospina;;INHABILITAR
CE;;2005785389;;Andres Fernandez;;INHABILITAR
RC;;2087004830;;Cesar Duarte;;INHABILITAR
RC;;2035923264;;Mariana Jaramillo;;INHABILITAR
CE;;2027241722;;Lorena Cano;;INHABILITAR
CE;;2009008402;;Mariana Arias;;INHABILITAR
RC;;2099573470;;Lorena Gutierrez;;EMBARGAR
CC;;2002216091;;Cristian Mejia;;EMBARGAR
TI;;2053913208;;Miguel Cabrera;;INHABILITAR
TI;;2084846062;;Adriana Zapata;;INHABILITAR
TI;;2098789623;;Monica Ortiz;;INHABILITAR
NUIP;;2014440666;;Miguel Cano;;INHABILITAR
CC;;2099606379;;Fernando Velasquez;;INHABILITAR
TI;;2085772861;;Gabriel Cabrera;;INHABILITAR
CE;;2011497330;;Silvia Franco;;INHABILITAR
CC;;2004034253;;Pedro Lopez;;EMBARGAR
RC;;2070950690;;Luis Torres;;EMBARGAR
CC;;2097974980;;Cesar Lopez;;EMBARGAR
CC;;2027894270;;Camila Hernandez;;INHABILITAR
NUIP;;2020026327;;Hernan Prieto;;INHABILITAR
CE;;2073811300;;Paola Ramirez;;EMBARGAR
RC;;2016072020;;Luis Arango;;INHABILITAR
TI;;2011889415;;Luisa Jaramillo;;INHABILITAR
CC;;2039770110;;Victor Bautista;;EMBARGAR
CE;;2018469103;;Mauricio Bonilla;;EMBARGAR
NUIP;;2087058868;;Veronica Torres;;EMBARGAR
CC;;2054114414;;Monica Salazar;;EMBARGAR
NUIP;;2090693526;;Adriana Jaramillo;;INHABILITAR
TI;;2083521098;;Nathalia Diaz;;EMBARGAR
NUIP;;2041933121;;Mariana Mendez;;INHABILITAR
CE;;2094648044;;Luis Gutierrez;;EMBARGAR
NUIP;;2076946911;;Carlos Quiroz;;INHABILITAR
CC;;2081684601;;Hector Bautista;;INHABILITAR
RC;;2020563042;;Laura Salazar;;INHABILITAR
CC;;2053765496;;Cesar Fernandez;;EMBARGAR
NUIP;;2032232338;;Pedro Vega;;EMBARGAR
RC;;2090600733;;Raquel Torres;;EMBARGAR
CE;;2085819997;;Rosa Vega;;EMBARGAR
CC;;2063520455;;Gabriel Castaño;;INHABILITAR
CC;;2019060458;;Ricardo Cabrera;;EMBARGAR
RC;;2021703028;;Alfredo Quiroz;;INHABILITAR
TI;;2049687076;;Ricardo Castillo;;INHABILITAR
RC;;2075477978;;Paola Gomez;;EMBARGAR
CE;;2093733051;;Oscar Prieto;;EMBARGAR
