tipo_documento;;documento;;nombre_completo;;caracterizacion
RC;;2052284369;;Silvia Salazar;;INHABILITAR
RC;;2031005268;;Marcela Aguilar;;INHABILITAR
NUIP;;2075853416;;Tatiana Lopez;;EMBARGAR
NUIP;;2021096755;;Alfredo Martinez;;INHABILITAR
NUIP;;2089364195;;Gabriela Hernandez;;EMBARGAR
TI;;2083817327;;Carmen Ramirez;;EMBARGAR
CC;;2060554410;;Sandra Ospina;;INHABILITAR
TI;;2044649966;;Esteban Vega;;INHABILITAR
NUIP;;2030018030;;Cesar Moreno;;INHABILITAR
CE;;2031957785;;Claudia Cardenas;;EMBARGAR
RC;;2004884563;;Samuel Gallego;;EMBARGAR
CC;;2075722098;;Veronica Castro;;INHABILITAR
RC;;2004039491;;Marcela Castaño;;INHABILITAR
CC;;2072518562;;Sandra Velasquez;;EMBARGAR
CC;;2050193919;;Hector Velasquez;;EMBARGAR
CE;;2000424567;;Hernan Cano;;INHABILITAR
CE;;2081296516;;Patricia Mendez;;INHABILITAR
NUIP;;2017040815;;Liliana Lara;;EMBARGAR
CE;;2078682233;;Raquel Fernandez;;INHABILITAR
TI;;2040025522;;Nathalia Gallego;;INHABILITAR
RC;;2099110494;;Rafael Beltran;;INHABILITAR
RC;;2095328000;;Mariana Castro;;EMBARGAR
RC;;2080126622;;Rosa Salazar;;EMBARGAR
TI;;2040441345;;Javier Martinez;;EMBARGAR
CC;;2006779232;;Marta Rojas;;EMBARGAR
TI;;2056824094;;Silvia Munoz;;EMBARGAR
CE;;2092093085;;Alicia Ruiz;;INHABILITAR
NUIP;;2007957816;;Cesar Gomez;;INHABILITAR
CE;;2080904953;;Alonso Arias;;EMBARGAR
TI;;2064840912;;Felipe Ruiz;;EMBARGAR
CE;;2035593400;;Manuel Lopez;;EMBARGAR
CC;;2036431075;;Adriana Herrera;;EMBARGAR
NUIP;;2083605042;;Liliana Ortiz;;INHABILITAR
TI;;2090243767;;Tatiana Velasquez;;EMBARGAR
RC;;2077244305;;Miguel Lopez;;INHABILITAR
TI;;2088675363;;Alfredo Rivera;;EMBARGAR
TI;;2012425874;;Silvia Torres;;EMBARGAR
CC;;2020719718;;Luis Montoya;;EMBARGAR
NUIP;;2036006454;;Alicia Paredes;;EMBARGAR
RC;;2074882289;;Julia Lopez;;INHABILITAR
NUIP;;2036624663;;Rosa Rios;;EMBARGAR
TI;;2092667798;;Fernando Garcia;;EMBARGAR
RC;;2061854936;;Oscar Rodriguez;;EMBARGAR
NUIP;;2090277626;;Teresa Jimenez;;EMBARGAR
CE;;2002682917;;Patricia Gutierrez;;EMBARGAR
CE;;2032879061;;Silvia Velasquez;;EMBARGAR
NUIP;;2042817414;;Ricardo Torres;;INHABILITAR
CC;;2069739810;;Esteban Molina;;INHABILITAR
CC;;2035285068;;Rodrigo Montoya;;INHABILITAR
CC;;2028137454;;Marcela Fernandez;;INHABILITAR
NUIP;;2047822601;;Roberto Aguilar;;EMBARGAR
CE;;2004287981;;Monica Fernandez;;INHABILITAR
CC;;2077108605;;Ana Bautista;;EMBARGAR
NUIP;;2001897118;;Monica Garcia;;EMBARGAR
RC;;2078836167;;Victor Jaramillo;;INHABILITAR
CC;;2065579135;;Ivan Molina;;EMBARGAR
RC;;2036848245;;Luis Ruiz;;INHABILITAR
TI;;2083338720;;Ana Torres;;INHABILITAR
TI;;2028208244;;Ricardo Ruiz;;EMBARGAR
CE;;2070917881;;Patricia Diaz;;INHABILITAR
CC;;2077708937;;Javier Mendez;;INHABILITAR
CC;;2036953568;;Jorge Murillo;;INHABILITAR
RC;;2056851581;;Ricardo Vega;;EMBARGAR
TI;;2055020100;;Pedro Moreno;;EMBARGAR
TI;;2011659287;;Jose Montoya;;INHABILITAR
TI;;2000464935;;Ricardo Giraldo;;EMBARGAR
CE;;2059116080;;Gustavo Castillo;;INHABILITAR
CC;;2070829316;;Cristian Moreno;;INHABILITAR
CE;;2061204697;;Gloria Castillo;;INHABILITAR
RC;;2048954496;;Veronica Beltran;;EMBARGAR
NUIP;;2083621912;;Santiago Moreno;;INHABILITAR
NUIP;;2080057704;;Luis Lopez;;INHABILITAR
RC;;2051961954;;Fernando Paredes;;INHABILITAR
TI;;2038511137;;Felipe Giraldo;;EMBARGAR
