tipo_documento;;documento;;nombre_completo;;caracterizacion
TI;;2082684697;;Hernan Hernandez;;INHABILITAR
CC;;2083329500;;Liliana Jimenez;;INHABILITAR
TI;;2091783337;;Lucrecia Salazar;;INHABILITAR
TI;;2085690215;;Liliana Sanchez;;EMBARGAR
NUIP;;2002432744;;Claudia Ramirez;;EMBARGAR
RC;;2090440830;;Rafael Bonilla;;INHABILITAR
CC;;2009626378;;Jose Giraldo;;INHABILITAR
CE;;2039228623;;Luisa Quiroz;;EMBARGAR
CE;;2066110899;;Mariana Montoya;;INHABILITAR
RC;;2074155066;;Gabriel Mendez;;INHABILITAR
TI;;2085758217;;Lucrecia Castro;;EMBARGAR
NUIP;;2055887697;;Andres Zapata;;EMBARGAR
RC;;2024069168;;Camila Aguilar;;INHABILITAR
CE;;2038089125;;Ricardo Franco;;INHABILITAR
TI;;2091027823;;Rodrigo Lopez;;INHABILITAR
NUIP;;2003120999;;Hector Torres;;INHABILITAR
TI;;2089936653;;Nathalia Bautista;;EMBARGAR
CE;;2047171229;;Alicia Jaramillo;;EMBARGAR
RC;;2007691980;;Marta Gutierrez;;EMBARGAR
NUIP;;2038179900;;Miguel Paredes;;EMBARGAR
CC;;2022393108;;Diego Moreno;;EMBARGAR
CE;;2087102891;;Violeta Castaño;;EMBARGAR
CC;;2012842099;;Hector Torres;;EMBARGAR
CC;;2040834344;;Ivan Acosta;;EMBARGAR
TI;;2052367914;;Liliana Herrera;;EMBARGAR
RC;;2087100291;;Camila Hernandez;;EMBARGAR
CE;;2017012250;;Laura Giraldo;;INHABILITAR
TI;;2048317183;;Valentina Ramirez;;INHABILITAR
TI;;2052346971;;Marcela Arango;;EMBARGAR
CC;;2089685209;;Esteban Ospina;;INHABILITAR
CC;;2009960153;;Cesar Zapata;;INHABILITAR
NUIP;;2025804820;;Diana Cabrera;;INHABILITAR
CC;;2062307334;;Patricia Torres;;INHABILITAR
CE;;2024362002;;Paola Castaño;;INHABILITAR
TI;;2024691401;;Beatriz Salazar;;EMBARGAR
TI;;2066659889;;Patricia Valencia;;EMBARGAR
NUIP;;2083604448;;Gustavo Ortiz;;EMBARGAR
TI;;2048844246;;Luis Giraldo;;INHABILITAR
RC;;2079485645;;Javier Zapata;;INHABILITAR
CE;;2015687982;;Lucrecia Arias;;INHABILITAR
NUIP;;2012271349;;Gustavo Duarte;;EMBARGAR
NUIP;;2090220930;;Paola Rios;;EMBARGAR
NUIP;;2045808119;;Rodrigo Rios;;EMBARGAR
CC;;2054468378;;Angela Moreno;;INHABILITAR
CE;;2018054944;;Ana Arango;;INHABILITAR
RC;;2084603314;;Luis Ortiz;;INHABILITAR
CC;;2086479682;;Paula Molina;;INHABILITAR
CE;;2024708013;;Sebastian Cabrera;;INHABILITAR
CC;;2014127429;;Ivan Ospina;;EMBARGAR
RC;;2095813270;;Liliana Cano;;INHABILITAR
RC;;2049821580;;Ricardo Montoya;;EMBARGAR
RC;;2030910393;;Juan Velasquez;;INHABILITAR
CE;;2021153462;;Veronica Gutierrez;;INHABILITAR
CE;;2057551416;;Felipe Ramirez;;EMBARGAR
NUIP;;2098679825;;Camila Fernandez;;EMBARGAR
CC;;2064355607;;Marcela Diaz;;INHABILITAR
RC;;2093273505;;Catalina Munoz;;EMBARGAR
CE;;2088016796;;Felipe Robledo;;INHABILITAR
RC;;2010536498;;Mauricio Diaz;;INHABILITAR
RC;;2024263588;;Gabriel Cabrera;;INHABILITAR
CC;;2073064368;;Roberto Moreno;;INHABILITAR
CE;;2054119433;;Samuel Montoya;;EMBARGAR
NUIP;;2076639172;;Ana Vega;;INHABILITAR
RC;;2089640419;;Gustavo Ramirez;;INHABILITAR
TI;;2067625395;;Roberto Ruiz;;INHABILITAR
NUIP;;2065110321;;Santiago Bautista;;EMBARGAR
CE;;2085161910;;Luis Lopez;;EMBARGAR
TI;;2099000238;;Marta Castaño;;EMBARGAR
CE;;2083872740;;Jorge Rivera;;EMBARGAR
NUIP;;2017930319;;Sebastian Quiroz;;INHABILITAR
TI;;2060953500;;Tatiana Rivera;;EMBARGAR
CC;;2069752151;;Lucrecia Prieto;;EMBARGAR
TI;;2036808689;;Rafael Castro;;INHABILITAR
NUIP;;2062774804;;Roberto Montoya;;INHABILITAR
RC;;2091559012;;Lorena Castillo;;INHABILITAR
TI;;2038819159;;Paola Moreno;;EMBARGAR
TI;;2010272831;;Lucrecia Arango;;EMBARGAR
TI;;2054077493;;Rodrigo Torres;;INHABILITAR
CC;;2029411648;;Andres Giraldo;;EMBARGAR
CC;;2070738963;;Lucrecia Quiroz;;EMBARGAR
TI;;2067526233;;Mariana Giraldo;;EMBARGAR
CC;;2055566635;;Laura Torres;;EMBARGAR
TI;;2097034652;;Sandra Cano;;EMBARGAR
TI;;2028942204;;Valentina Cabrera;;EMBARGAR
NUIP;;2017542188;;Hernan Rios;;EMBARGAR
CE;;2009541530;;Hector Jimenez;;EMBARGAR
NUIP;;2095902706;;Andres Franco;;EMBARGAR
NUIP;;2065733840;;Paola Rios;;EMBARGAR
TI;;2078608797;;Nathalia Garcia;;INHABILITAR
NUIP;;2023915677;;Sandra Gutierrez;;INHABILITAR
CE;;2059105224;;Alicia Bautista;;EMBARGAR
NUIP;;2067988372;;Nathalia Ruiz;;INHABILITAR
TI;;2045019238;;Samuel Bautista;;EMBARGAR
TI;;2033128114;;Hernan Paredes;;INHABILITAR
CC;;2050317970;;Veronica Ramirez;;EMBARGAR
CC;;2085399157;;Manuel Molina;;INHABILITAR
CE;;2044740257;;Diego Munoz;;INHABILITAR
RC;;2057963636;;Liliana Munoz;;EMBARGAR
CC;;2072603353;;Santiago Lopez;;EMBARGAR
CE;;2015663426;;Liliana Salazar;;INHABILITAR
