tipo_documento;;documento;;nombre_completo;;caracterizacion
NUIP;;2015851138;;Esteban Franco;;EMBARGAR
NUIP;;2040546523;;Marta Quiroz;;INHABILITAR
TI;;2009533719;;Miguel Vega;;EMBARGAR
CE;;2020383386;;Sebastian Torres;;INHABILITAR
CC;;2098057399;;Gloria Moreno;;INHABILITAR
NUIP;;2021099814;;Alfredo Arias;;EMBARGAR
TI;;2066355034;;Felipe Mendez;;EMBARGAR
CE;;2002231084;;Raquel Ramirez;;EMBARGAR
CE;;2069549343;;Ricardo Castaño;;EMBARGAR
CE;;2067645152;;Angela Salazar;;EMBARGAR
NUIP;;2056338885;;Teresa Acosta;;EMBARGAR
CC;;2078165318;;Veronica Castaño;;INHABILITAR
NUIP;;2052846294;;Oscar Castro;;INHABILITAR
NUIP;;2067807021;;Esteban Salazar;;EMBARGAR
CE;;2013813555;;Cesar Castillo;;INHABILITAR
CC;;2061794969;;Teresa Salazar;;INHABILITAR
NUIP;;2085574890;;Monica Cano;;EMBARGAR
NUIP;;2043900073;;Sandra Acosta;;INHABILITAR
NUIP;;2099635074;;Marta Diaz;;EMBARGAR
TI;;2074340431;;Liliana Diaz;;EMBARGAR
CC;;2027334775;;Oscar Gutierrez;;EMBARGAR
RC;;2092789426;;Ivan Beltran;;INHABILITAR
CC;;2045841049;;Paola Cabrera;;INHABILITAR
NUIP;;2005153299;;Cesar Cardenas;;EMBARGAR
RC;;2037745273;;Laura Gallego;;INHABILITAR
TI;;2094108932;;Miguel Torres;;EMBARGAR
TI;;2029879913;;Teresa Gallego;;INHABILITAR
TI;;2020860702;;Roberto Prieto;;EMBARGAR
CC;;2005721213;;Sandra Bautista;;INHABILITAR
CE;;2070320895;;Pedro Martinez;;INHABILITAR
CE;;2062547606;;Felipe Castaño;;INHABILITAR
TI;;2012195586;;Fernando Salazar;;INHABILITAR
CE;;2039676999;;Adriana Salazar;;INHABILITAR
CC;;2033353993;;Gustavo Jaramillo;;INHABILITAR
NUIP;;2052353265;;Luisa Duarte;;INHABILITAR
CE;;2075820250;;Pedro Cabrera;;INHABILITAR
TI;;2043546358;;Gloria Gutierrez;;INHABILITAR
RC;;2065839907;;Jose Ramirez;;EMBARGAR
CC;;2024178137;;Samuel Molina;;INHABILITAR
NUIP;;2074592984;;Ricardo Cano;;INHABILITAR
RC;;2088755760;;Cristian Rios;;INHABILITAR
NUIP;;2019803795;;Victor Mejia;;EMBARGAR
CC;;2076452142;;Eduardo Ruiz;;INHABILITAR
RC;;2008275833;;Monica Sanchez;;EMBARGAR
CC;;2063189208;;Veronica Cabrera;;EMBARGAR
CC;;2083778346;;Luis Gallego;;INHABILITAR
RC;;2071990261;;Roberto Mendez;;INHABILITAR
RC;;2066375336;;Gustavo Gallego;;INHABILITAR
CC;;2006715676;;Felipe Gallego;;EMBARGAR
CE;;2066284191;;Luisa Duarte;;EMBARGAR
NUIP;;2077013363;;Paula Prieto;;EMBARGAR
