tipo_documento;;documento;;nombre_completo;;caracterizacion
CE;;2058334827;;Juan Prieto;;INHABILITAR
TI;;2091772152;;Javier Valencia;;EMBARGAR
RC;;2017677963;;Felipe Lopez;;INHABILITAR
RC;;2017102707;;Samuel Gutierrez;;INHABILITAR
NUIP;;2038088073;;Juan Ramirez;;INHABILITAR
CE;;2054340729;;Felipe Prieto;;INHABILITAR
TI;;2087724052;;Luisa Gomez;;EMBARGAR
TI;;2008303064;;Jose Cardenas;;EMBARGAR
CC;;2037079406;;Violeta Ortiz;;INHABILITAR
TI;;2011361943;;Lucrecia Aguilar;;EMBARGAR
RC;;2039876310;;Felipe Valencia;;INHABILITAR
CE;;2000156583;;Luisa Hernandez;;INHABILITAR
CC;;2041136148;;Pedro Jaramillo;;INHABILITAR
NUIP;;2010410580;;Pedro Molina;;EMBARGAR
RC;;2086843892;;Ana Martinez;;INHABILITAR
CE;;2048482297;;Gustavo Giraldo;;EMBARGAR
TI;;2093144880;;Andres Ruiz;;EMBARGAR
TI;;2075442255;;Miguel Castillo;;INHABILITAR
RC;;2098216881;;Ricardo Vargas;;INHABILITAR
TI;;2062645701;;Mauricio Gomez;;EMBARGAR
CC;;2039540013;;Rafael Herrera;;INHABILITAR
NUIP;;2021095886;;Angela Arango;;EMBARGAR
RC;;2063021250;;Lucrecia Giraldo;;EMBARGAR
TI;;2033529539;;Cesar Moreno;;EMBARGAR
RC;;2096255301;;Adriana Gallego;;INHABILITAR
RC;;2055189522;;Alonso Salazar;;EMBARGAR
TI;;2002771388;;Santiago Castro;;EMBARGAR
CC;;2023828260;;Camila Giraldo;;INHABILITAR
NUIP;;2031396694;;Ivan Bonilla;;INHABILITAR
RC;;2035000252;;Teresa Ruiz;;EMBARGAR
TI;;2090918749;;Felipe Torres;;EMBARGAR
TI;;2047422715;;Pedro Bautista;;EMBARGAR
NUIP;;2009138030;;Carlos Montoya;;EMBARGAR
CE;;2066894471;;Paola Lopez;;EMBARGAR
NUIP;;2096756244;;Patricia Beltran;;EMBARGAR
CE;;2016746016;;Mauricio Fernandez;;EMBARGAR
CC;;2035860678;;Alonso Mendez;;INHABILITAR
TI;;2019671264;;Luis Hernandez;;INHABILITAR
CC;;2079446776;;Gabriela Robledo;;INHABILITAR
CC;;2052919118;;Rosa Diaz;;EMBARGAR
TI;;2040244994;;Oscar Moreno;;INHABILITAR
CE;;2057312860;;Gabriel Garcia;;EMBARGAR
NUIP;;2076007652;;Marcela Quiroz;;EMBARGAR
NUIP;;2040301934;;Esteban Ruiz;;EMBARGAR
CE;;2033979988;;Ivan Salazar;;INHABILITAR
TI;;2053629031;;Sebastian Ruiz;;EMBARGAR
RC;;2075902520;;Hector Cardenas;;EMBARGAR
CE;;2087151269;;Diego Murillo;;INHABILITAR
TI;;2036222223;;Santiago Castro;;INHABILITAR
TI;;2095805587;;Paula Vargas;;EMBARGAR
RC;;2090906078;;Sandra Gomez;;EMBARGAR
CC;;2024637009;;Samuel Diaz;;EMBARGAR
