tipo_documento;;documento;;nombre_completo;;caracterizacion
CE;;2062465660;;Felipe Bautista;;INHABILITAR
RC;;2007584696;;Gabriela Castro;;EMBARGAR
CC;;2038054350;;Gabriela Jaramillo;;EMBARGAR
TI;;2056330650;;Ivan Quiroz;;EMBARGAR
CC;;2064271425;;Cesar Mejia;;EMBARGAR
RC;;2061367074;;Nathalia Mejia;;EMBARGAR
CC;;2018362330;;Angela Munoz;;EMBARGAR
TI;;2010241436;;Rafael Fernandez;;INHABILITAR
TI;;2003961013;;Samuel Lopez;;EMBARGAR
RC;;2024740727;;Diana Beltran;;EMBARGAR
NUIP;;2028905097;;Andres Castro;;EMBARGAR
NUIP;;2011222442;;Hernan Quiroz;;EMBARGAR
RC;;2056665197;;Adriana Franco;;INHABILITAR
NUIP;;2056244697;;Samuel Lopez;;INHABILITAR
CE;;2016329048;;Gabriela Acosta;;EMBARGAR
RC;;2057050030;;Cesar Moreno;;INHABILITAR
RC;;2059011841;;Rosa Ruiz;;EMBARGAR
CC;;2056650278;;Victor Paredes;;EMBARGAR
CE;;2092640422;;Veronica Moreno;;EMBARGAR
TI;;2034221329;;Marta Rios;;EMBARGAR
TI;;2050778633;;Jorge Moreno;;EMBARGAR
RC;;2004091636;;Jorge Salazar;;EMBARGAR
TI;;2003662893;;Julia Gutierrez;;EMBARGAR
TI;;2030981439;;Andres Beltran;;EMBARGAR
CC;;2018078638;;Felipe Zapata;;INHABILITAR
RC;;2070675087;;Fernando Moreno;;INHABILITAR
NUIP;;2028930970;;Roberto Murillo;;EMBARGAR
NUIP;;2045308355;;Tatiana Lara;;INHABILITAR
CC;;2018769652;;Roberto Robledo;;EMBARGAR
RC;;2071709146;;Roberto Aguilar;;INHABILITAR
CC;;2089073618;;Luis Cano;;INHABILITAR
NUIP;;2010527498;;Samuel Ruiz;;INHABILITAR
RC;;2007021230;;Laura Cabrera;;EMBARGAR
CE;;2004147682;;Gabriel Torres;;EMBARGAR
NUIP;;2075642194;;Ana Torres;;INHABILITAR
TI;;2037635712;;Felipe Mejia;;INHABILITAR
CE;;2093016823;;Juan Gutierrez;;INHABILITAR
CC;;2003447777;;Liliana Ramirez;;EMBARGAR
NUIP;;2001997770;;Teresa Ortiz;;EMBARGAR
CC;;2048832260;;Alfredo Rodriguez;;INHABILITAR
NUIP;;2098415738;;Liliana Herrera;;INHABILITAR
CE;;2024222325;;Rosa Robledo;;INHABILITAR
CC;;2066356173;;Carlos Moreno;;EMBARGAR
RC;;2093696938;;Mariana Lopez;;INHABILITAR
NUIP;;2065269249;;Diana Cabrera;;EMBARGAR
TI;;2067570419;;Mauricio Ortiz;;EMBARGAR
NUIP;;2006360988;;Violeta Jaramillo;;INHABILITAR
CC;;2028595482;;Marta Prieto;;EMBARGAR
TI;;2044158703;;Beatriz Arango;;EMBARGAR
NUIP;;2069291572;;Ricardo Ortiz;;INHABILITAR
TI;;2099179604;;Alonso Robledo;;EMBARGAR
CE;;2053317688;;Alicia Herrera;;EMBARGAR
CE;;2066619528;;Liliana Sanchez;;EMBARGAR
CC;;2011612275;;Diego Moreno;;INHABILITAR
CE;;2051260718;;Beatriz Cano;;INHABILITAR
TI;;2090960926;;Sandra Beltran;;EMBARGAR
CC;;2030181308;;Mauricio Cardenas;;EMBARGAR
NUIP;;2078774356;;Marta Ospina;;EMBARGAR
CE;;2045243058;;Cesar Acosta;;INHABILITAR
CC;;2009010717;;Claudia Ruiz;;EMBARGAR
RC;;2049701620;;Eduardo Giraldo;;EMBARGAR
TI;;2003274654;;Carmen Robledo;;EMBARGAR
CC;;2081685908;;Raquel Zapata;;INHABILITAR
TI;;2044822871;;Manuel Gomez;;EMBARGAR
NUIP;;2028622275;;Liliana Murillo;;INHABILITAR
RC;;2068616935;;Fernando Diaz;;INHABILITAR
NUIP;;2094352366;;Rafael Gomez;;EMBARGAR
TI;;2087444467;;Gabriel Aguilar;;INHABILITAR
CE;;2096956546;;Luis Quiroz;;INHABILITAR
TI;;2009836075;;Gabriela Castillo;;EMBARGAR
CE;;2085653644;;Esteban Ramirez;;EMBARGAR
RC;;2031848673;;Veronica Lopez;;EMBARGAR
CE;;2095254380;;Tatiana Sanchez;;INHABILITAR
CE;;2001735652;;Luis Molina;;INHABILITAR
CE;;2047478214;;Roberto Gutierrez;;INHABILITAR
CE;;2002496869;;Lucrecia Cano;;EMBARGAR
CC;;2065704361;;Carmen Martinez;;INHABILITAR
TI;;2074992151;;Rafael Arango;;INHABILITAR
CE;;2043126283;;Fernando Castillo;;INHABILITAR
TI;;2064254710;;Paula Valencia;;INHABILITAR
CE;;2075879866;;Veronica Rios;;INHABILITAR
TI;;2034699190;;Nathalia Robledo;;INHABILITAR
CC;;2074428494;;Silvia Castillo;;INHABILITAR
CE;;2045105934;;Angela Duarte;;EMBARGAR
CC;;2039231559;;Luis Ruiz;;EMBARGAR
RC;;2057004874;;Raquel Hernandez;;INHABILITAR
CE;;2040046682;;Mariana Bautista;;INHABILITAR
NUIP;;2068927879;;Laura Rojas;;INHABILITAR
CE;;2024674448;;Liliana Vega;;EMBARGAR
CE;;2001275629;;Hernan Diaz;;INHABILITAR
CE;;2061790351;;Rosa Gomez;;INHABILITAR
RC;;2089840293;;Roberto Salazar;;EMBARGAR
TI;;2083751023;;Santiago Valencia;;INHABILITAR
CC;;2051533652;;Liliana Gomez;;INHABILITAR
NUIP;;2060185975;;Hector Murillo;;INHABILITAR
RC;;2058041897;;Jorge Cardenas;;INHABILITAR
CC;;2076263103;;Lorena Rojas;;INHABILITAR
CE;;2026951821;;Paola Moreno;;INHABILITAR
CC;;2069001412;;Rafael Diaz;;EMBARGAR
RC;;2055217619;;Silvia Molina;;INHABILITAR
