tipo_documento;;documento;;nombre_completo;;caracterizacion
TI;;2036734852;;Cristian Ruiz;;EMBARGAR
CC;;2009524280;;Violeta Ramirez;;EMBARGAR
TI;;2021635112;;Santiago Torres;;EMBARGAR
CE;;2063590309;;Lucrecia Herrera;;INHABILITAR
CC;;2058974047;;Ivan Herrera;;EMBARGAR
NUIP;;2017844274;;Claudia Arango;;EMBARGAR
NUIP;;2051838025;;Marcela Rivera;;EMBARGAR
CC;;2032519001;;Sebastian Cano;;INHABILITAR
CC;;2056866420;;Tatiana Gallego;;EMBARGAR
CC;;2047975833;;Pedro Salazar;;EMBARGAR
NUIP;;2058364043;;Gloria Castaño;;EMBARGAR
CC;;2015233274;;Raquel Arias;;EMBARGAR
CC;;2095914757;;Felipe Diaz;;INHABILITAR
NUIP;;2012589174;;Teresa Castaño;;INHABILITAR
CC;;2071787463;;Juan Castillo;;EMBARGAR
CE;;2056477813;;Liliana Bautista;;EMBARGAR
TI;;2064750757;;Cristian Gomez;;INHABILITAR
NUIP;;2070068454;;Angela Torres;;EMBARGAR
NUIP;;2097171130;;Rodrigo Diaz;;EMBARGAR
RC;;2007245423;;Patricia Ortiz;;INHABILITAR
CC;;2046144625;;Raquel Moreno;;EMBARGAR
RC;;2091358343;;Jose Ramirez;;EMBARGAR
TI;;2031169674;;Alicia Garcia;;INHABILITAR
TI;;2008911268;;Santiago Bonilla;;EMBARGAR
CC;;2037618002;;Manuel Arias;;INHABILITAR
RC;;2025731369;;Monica Giraldo;;INHABILITAR
TI;;2021642279;;Pedro Aguilar;;EMBARGAR
CE;;2074927444;;Andres Quiroz;;INHABILITAR
CE;;2090254647;;Alonso Hernandez;;INHABILITAR
RC;;2064081249;;Santiago Quiroz;;INHABILITAR
NUIP;;2044284350;;Paula Arango;;INHABILITAR
TI;;2018815335;;Pedro Gutierrez;;EMBARGAR
RC;;2045943354;;Beatriz Jaramillo;;INHABILITAR
TI;;2096802146;;Beatriz Gutierrez;;INHABILITAR
RC;;2008782284;;Tatiana Moreno;;INHABILITAR
CC;;2007229945;;Patricia Franco;;EMBARGAR
CE;;2020818695;;Paola Gomez;;EMBARGAR
CE;;2005000295;;Sebastian Lara;;EMBARGAR
CC;;2082203019;;Lorena Fernandez;;EMBARGAR
CC;;2094566424;;Monica Murillo;;EMBARGAR
TI;;2045100079;;Fernando Hernandez;;EMBARGAR
CE;;2074803039;;Camila Moreno;;EMBARGAR
CE;;2027860282;;Alfredo Garcia;;EMBARGAR
RC;;2099535146;;Carlos Aguilar;;EMBARGAR
TI;;2047867327;;Tatiana Salazar;;INHABILITAR
CE;;2005151030;;Silvia Mejia;;EMBARGAR
NUIP;;2096089764;;Marta Lara;;EMBARGAR
RC;;2076108747;;Catalina Castro;;EMBARGAR
TI;;2076390577;;Ricardo Ortiz;;EMBARGAR
CE;;2099813808;;Cristian Bonilla;;EMBARGAR
CE;;2067837648;;Samuel Ospina;;EMBARGAR
CE;;2094732838;;Adriana Bonilla;;EMBARGAR
CC;;2026432137;;Rosa Velasquez;;EMBARGAR
RC;;2083784962;;Nathalia Beltran;;EMBARGAR
RC;;2078368118;;Tatiana Garcia;;INHABILITAR
CC;;2096386206;;Angela Acosta;;INHABILITAR
NUIP;;2020156690;;Gloria Moreno;;EMBARGAR
RC;;2083892044;;Laura Bautista;;INHABILITAR
CC;;2058564443;;Rafael Gallego;;INHABILITAR
RC;;2091720656;;Eduardo Moreno;;INHABILITAR
RC;;2084892062;;Cesar Giraldo;;INHABILITAR
CC;;2008797942;;Ricardo Torres;;EMBARGAR
RC;;2053362941;;Jose Molina;;INHABILITAR
RC;;2025610935;;Claudia Ramirez;;EMBARGAR
CE;;2027294737;;Eduardo Rodriguez;;EMBARGAR
CE;;2080957695;;Violeta Jimenez;;INHABILITAR
NUIP;;2008733297;;Mariana Robledo;;INHABILITAR
NUIP;;2083280356;;Laura Ospina;;EMBARGAR
TI;;2013383598;;Rosa Arias;;INHABILITAR
RC;;2095917392;;Javier Rodriguez;;INHABILITAR
TI;;2060198292;;Lorena Bonilla;;EMBARGAR
NUIP;;2058532049;;Javier Mendez;;INHABILITAR
RC;;2000007239;;Lorena Ruiz;;EMBARGAR
NUIP;;2049055227;;Gabriela Aguilar;;EMBARGAR
CE;;2061838145;;Hector Murillo;;INHABILITAR
NUIP;;2048633715;;Nathalia Murillo;;INHABILITAR
CE;;2097862392;;Mariana Robledo;;INHABILITAR
RC;;2098059387;;Ana Diaz;;INHABILITAR
CC;;2000823181;;Raquel Giraldo;;EMBARGAR
CC;;2047772540;;Jorge Molina;;EMBARGAR
TI;;2045012485;;Rodrigo Torres;;EMBARGAR
NUIP;;2029455386;;Gabriel Montoya;;EMBARGAR
CE;;2034022378;;Liliana Rojas;;INHABILITAR
CE;;2050421477;;Silvia Acosta;;EMBARGAR
TI;;2087320012;;Luisa Fernandez;;EMBARGAR
RC;;2065439310;;Violeta Castaño;;INHABILITAR
TI;;2010566066;;Rafael Franco;;EMBARGAR
TI;;2076528890;;Santiago Martinez;;INHABILITAR
TI;;2033132358;;Jorge Castro;;EMBARGAR
CE;;2042735251;;Hector Castaño;;INHABILITAR
TI;;2073767014;;Paola Salazar;;INHABILITAR
RC;;2060233260;;Juan Vega;;EMBARGAR
TI;;2021557675;;Felipe Munoz;;EMBARGAR
NUIP;;2066506705;;Lucrecia Zapata;;INHABILITAR
CE;;2079901238;;Camila Bautista;;EMBARGAR
CC;;2063348776;;Carlos Rivera;;INHABILITAR
CC;;2052312976;;Jorge Salazar;;EMBARGAR
TI;;2094665975;;Violeta Aguilar;;EMBARGAR
CC;;2023271767;;Alicia Diaz;;EMBARGAR
CE;;2037659291;;Juan Cano;;INHABILITAR
