tipo_documento;;documento;;nombre_completo;;caracterizacion
RC;;2025684329;;Patricia Robledo;;EMBARGAR
CC;;2015769795;;Victor Rivera;;INHABILITAR
CC;;2000710043;;Hernan Vargas;;EMBARGAR
CC;;2085656727;;Victor Gomez;;EMBARGAR
CE;;2025804795;;Veronica Jaramillo;;INHABILITAR
RC;;2051390764;;Rafael Cano;;INHABILITAR
RC;;2040796129;;Felipe Gutierrez;;INHABILITAR
CE;;2064184723;;Luisa Garcia;;INHABILITAR
RC;;2014315563;;Gabriela Zapata;;INHABILITAR
CE;;2076810646;;Juan Moreno;;INHABILITAR
NUIP;;2079102389;;Rosa Garcia;;EMBARGAR
TI;;2049456255;;Andres Castro;;INHABILITAR
CC;;2025911047;;Catalina Ramirez;;EMBARGAR
RC;;2021221781;;Lucrecia Hernandez;;INHABILITAR
NUIP;;2097010768;;Liliana Acosta;;EMBARGAR
NUIP;;2063487193;;Camila Montoya;;EMBARGAR
CC;;2005347998;;Esteban Castro;;EMBARGAR
RC;;2052554801;;Rodrigo Fernandez;;INHABILITAR
CE;;2009549143;;Rodrigo Franco;;INHABILITAR
RC;;2003189625;;Ana Moreno;;EMBARGAR
CE;;2097096090;;Beatriz Moreno;;EMBARGAR
TI;;2061546804;;Lucrecia Gomez;;EMBARGAR
CE;;2000447925;;Felipe Moreno;;EMBARGAR
TI;;2065127678;;Catalina Quiroz;;EMBARGAR
CE;;2016272944;;Gloria Gutierrez;;EMBARGAR
CC;;2020188370;;Beatriz Vega;;INHABILITAR
RC;;2015045127;;Marta Acosta;;INHABILITAR
NUIP;;2062529476;;Marta Lara;;INHABILITAR
CE;;2024726013;;Gloria Vega;;EMBARGAR
RC;;2023566428;;Julia Cano;;INHABILITAR
NUIP;;2093463132;;Felipe Lopez;;EMBARGAR
TI;;2056188835;;Ana Gutierrez;;INHABILITAR
TI;;2027470850;;Gabriel Vargas;;EMBARGAR
CC;;2057159696;;Violeta Quiroz;;EMBARGAR
RC;;2099726068;;Luisa Lopez;;INHABILITAR
CE;;2077477241;;Violeta Lara;;INHABILITAR
CC;;2051107662;;Andres Torres;;EMBARGAR
CC;;2096629131;;Luis Castaño;;EMBARGAR
NUIP;;2021812516;;Alonso Quiroz;;INHABILITAR
TI;;2009861395;;Eduardo Gutierrez;;EMBARGAR
TI;;2096519069;;Marcela Montoya;;INHABILITAR
CE;;2040336257;;Pedro Castro;;EMBARGAR
RC;;2070667730;;Marta Rodriguez;;INHABILITAR
CE;;2053482187;;Raquel Herrera;;INHABILITAR
TI;;2075651956;;Silvia Beltran;;EMBARGAR
NUIP;;2022200701;;Lorena Diaz;;INHABILITAR
TI;;2016876758;;Liliana Rios;;INHABILITAR
CC;;2000424488;;Catalina Vega;;EMBARGAR
CC;;2075208200;;Marta Vega;;INHABILITAR
TI;;2034692362;;Miguel Velasquez;;INHABILITAR
RC;;2027711719;;Mariana Moreno;;INHABILITAR
NUIP;;2048516462;;Sebastian Ramirez;;INHABILITAR
CC;;2037565920;;Lorena Franco;;INHABILITAR
RC;;2090552896;;Monica Zapata;;INHABILITAR
RC;;2083183336;;Liliana Diaz;;EMBARGAR
NUIP;;2093723837;;Gabriela Ortiz;;INHABILITAR
CE;;2056265181;;Lucrecia Franco;;EMBARGAR
NUIP;;2009976899;;Julia Castillo;;EMBARGAR
CE;;2067864916;;Mauricio Herrera;;INHABILITAR
NUIP;;2013673669;;Javier Rios;;INHABILITAR
CC;;2005831024;;Raquel Castro;;EMBARGAR
CE;;2098695361;;Paola Aguilar;;EMBARGAR
CC;;2085125948;;Monica Cabrera;;INHABILITAR
RC;;2051536433;;Angela Vega;;INHABILITAR
TI;;2034374148;;Angela Munoz;;EMBARGAR
RC;;2001980145;;Javier Mejia;;INHABILITAR
CE;;2084500358;;Alicia Montoya;;INHABILITAR
TI;;2069945067;;Violeta Duarte;;INHABILITAR
CE;;2022731679;;Laura Murillo;;EMBARGAR
CE;;2090483542;;Ana Vargas;;INHABILITAR
RC;;2006009072;;Adriana Cardenas;;INHABILITAR
CE;;2020637215;;Sandra Prieto;;EMBARGAR
CE;;2041771092;;Mauricio Franco;;INHABILITAR
CE;;2093645966;;Ivan Diaz;;EMBARGAR
RC;;2000352281;;Fernando Lopez;;INHABILITAR
NUIP;;2045955881;;Beatriz Franco;;INHABILITAR
RC;;2017574864;;Gustavo Prieto;;INHABILITAR
TI;;2015031991;;Juan Munoz;;EMBARGAR
TI;;2030506774;;Mauricio Cano;;INHABILITAR
CC;;2049198085;;Andres Jimenez;;EMBARGAR
RC;;2045827232;;Patricia Ramirez;;INHABILITAR
RC;;2071840848;;Catalina Acosta;;INHABILITAR
CC;;2004455626;;Alonso Salazar;;EMBARGAR
CC;;2030437676;;Felipe Cano;;EMBARGAR
RC;;2041916330;;Luisa Velasquez;;INHABILITAR
NUIP;;2016574049;;Roberto Cano;;INHABILITAR
CC;;2069703026;;Sebastian Munoz;;EMBARGAR
