tipo_documento;;documento;;nombre_completo;;caracterizacion
NUIP;;2073917818;;Gabriela Zapata;;EMBARGAR
NUIP;;2063700839;;Felipe Garcia;;INHABILITAR
CE;;2045518832;;Lucrecia Sanchez;;EMBARGAR
NUIP;;2076485610;;Andres Zapata;;EMBARGAR
TI;;2031545716;;Diana Rios;;INHABILITAR
CC;;2016210537;;Veronica Vega;;EMBARGAR
TI;;2096527130;;Fernando Fernandez;;EMBARGAR
CC;;2074054760;;Santiago Jaramillo;;INHABILITAR
CE;;2032259301;;Felipe Diaz;;INHABILITAR
NUIP;;2096470466;;Monica Moreno;;EMBARGAR
RC;;2070393993;;Claudia Munoz;;INHABILITAR
TI;;2018200386;;Teresa Munoz;;INHABILITAR
CE;;2002741561;;Alicia Prieto;;INHABILITAR
NUIP;;2014958423;;Angela Gallego;;INHABILITAR
CC;;2057717548;;Gabriela Torres;;EMBARGAR
RC;;2032301799;;Carlos Castillo;;INHABILITAR
RC;;2031084882;;Gabriel Castaño;;EMBARGAR
NUIP;;2048136181;;Roberto Giraldo;;EMBARGAR
NUIP;;2032545027;;Tatiana Gutierrez;;INHABILITAR
TI;;2099471221;;Cesar Rojas;;INHABILITAR
CE;;2054109880;;Beatriz Munoz;;INHABILITAR
NUIP;;2079521828;;Alonso Lopez;;EMBARGAR
TI;;2025274309;;Claudia Martinez;;EMBARGAR
RC;;2072841222;;Paula Ortiz;;EMBARGAR
CE;;2013593427;;Jorge Fernandez;;EMBARGAR
CE;;2006912682;;Hernan Sanchez;;EMBARGAR
CC;;2015628303;;Manuel Gallego;;INHABILITAR
RC;;2089235364;;Violeta Velasquez;;EMBARGAR
TI;;2094301859;;Alfredo Jaramillo;;INHABILITAR
CC;;2051369195;;Jorge Cano;;EMBARGAR
NUIP;;2026243571;;Ana Moreno;;INHABILITAR
TI;;2045796517;;Rafael Ospina;;EMBARGAR
NUIP;;2029925700;;Luis Zapata;;EMBARGAR
RC;;2090562264;;Hernan Cano;;EMBARGAR
TI;;2016869606;;Oscar Velasquez;;INHABILITAR
TI;;2074815635;;Sebastian Herrera;;INHABILITAR
CE;;2015484435;;Liliana Martinez;;EMBARGAR
CC;;2075708042;;Javier Bautista;;EMBARGAR
CC;;2035253934;;Carmen Beltran;;EMBARGAR
NUIP;;2032885398;;Gabriela Montoya;;EMBARGAR
CC;;2028718927;;Angela Herrera;;EMBARGAR
CC;;2007167201;;Ana Jimenez;;INHABILITAR
CE;;2032805238;;Liliana Jimenez;;EMBARGAR
CE;;2057422328;;Veronica Vega;;INHABILITAR
NUIP;;2010185659;;Paola Montoya;;EMBARGAR
RC;;2003772164;;Alicia Herrera;;INHABILITAR
CC;;2011212663;;Hernan Velasquez;;INHABILITAR
RC;;2059446328;;Diana Lopez;;EMBARGAR
CC;;2071860264;;Hernan Salazar;;INHABILITAR
RC;;2014348128;;Liliana Gutierrez;;INHABILITAR
NUIP;;2011226458;;Raquel Mejia;;EMBARGAR
