tipo_documento;;documento;;nombre_completo;;caracterizacion
RC;;2009316835;;Liliana Ortiz;;INHABILITAR
TI;;2082253727;;Julia Vega;;EMBARGAR
RC;;2005130365;;Liliana Cano;;INHABILITAR
NUIP;;2084918726;;Teresa Fernandez;;EMBARGAR
CC;;2032279259;;Hector Ruiz;;EMBARGAR
CE;;2003499161;;Victor Ramirez;;EMBARGAR
NUIP;;2014167419;;Catalina Lara;;INHABILITAR
TI;;2054293623;;Beatriz Zapata;;INHABILITAR
TI;;2098401659;;Alfredo Robledo;;EMBARGAR
CE;;2070695936;;Cesar Munoz;;INHABILITAR
TI;;2032336590;;Catalina Gomez;;EMBARGAR
CC;;2002269990;;Samuel Ruiz;;EMBARGAR
CE;;2041565620;;Rodrigo Castro;;INHABILITAR
NUIP;;2060433816;;Adriana Vega;;EMBARGAR
RC;;2050763455;;Sandra Robledo;;INHABILITAR
CE;;2002720214;;Gabriela Fernandez;;INHABILITAR
CE;;2058551893;;Monica Montoya;;EMBARGAR
CC;;2050833779;;Carlos Rojas;;INHABILITAR
CC;;2089239839;;Cesar Rodriguez;;EMBARGAR
TI;;2050999695;;Cristian Sanchez;;INHABILITAR
TI;;2014151171;;Paula Vargas;;INHABILITAR
TI;;2010020992;;Hernan Castro;;EMBARGAR
TI;;2015472380;;Valentina Montoya;;INHABILITAR
CC;;2030862050;;Ricardo Robledo;;INHABILITAR
CC;;2001727999;;Alicia Rojas;;EMBARGAR
CC;;2004233364;;Santiago Ramirez;;EMBARGAR
RC;;2072843765;;Mariana Rivera;;INHABILITAR
CE;;2040215565;;Andres Vega;;EMBARGAR
TI;;2061269916;;Ricardo Castillo;;EMBARGAR
TI;;2052580689;;Lucrecia Moreno;;EMBARGAR
NUIP;;2065193914;;Alicia Aguilar;;EMBARGAR
CC;;2067647925;;Sebastian Cano;;EMBARGAR
TI;;2058918960;;Felipe Giraldo;;INHABILITAR
CC;;2080147881;;Felipe Diaz;;EMBARGAR
NUIP;;2088841995;;Eduardo Ortiz;;EMBARGAR
CE;;2058891697;;Alonso Zapata;;INHABILITAR
RC;;2020533293;;Felipe Diaz;;INHABILITAR
RC;;2025658532;;Alonso Giraldo;;INHABILITAR
NUIP;;2000136671;;Javier Ruiz;;EMBARGAR
CE;;2054171890;;Oscar Rojas;;INHABILITAR
CC;;2089145984;;Marcela Herrera;;EMBARGAR
RC;;2008938166;;Lorena Vargas;;EMBARGAR
