tipo_documento;;documento;;nombre_completo;;caracterizacion
CE;;2060784550;;Raquel Ruiz;;INHABILITAR
NUIP;;2050952677;;Diana Giraldo;;INHABILITAR
TI;;2053817389;;Carlos Cano;;EMBARGAR
TI;;2051691885;;Marta Castro;;INHABILITAR
CE;;2071399160;;Liliana Prieto;;INHABILITAR
NUIP;;2025935542;;Lucrecia Moreno;;EMBARGAR
NUIP;;2004385061;;Patricia Vega;;EMBARGAR
TI;;2092950126;;Claudia Ramirez;;INHABILITAR
RC;;2054741583;;Miguel Hernandez;;EMBARGAR
NUIP;;2032374132;;Luis Castillo;;EMBARGAR
TI;;2016401599;;Andres Jaramillo;;INHABILITAR
TI;;2055977147;;Carlos Franco;;INHABILITAR
CE;;2021697857;;Manuel Giraldo;;INHABILITAR
RC;;2008433077;;Victor Castaño;;EMBARGAR
CC;;2049066730;;Juan Salazar;;EMBARGAR
RC;;2044839508;;Alonso Paredes;;EMBARGAR
RC;;2064159718;;Samuel Jaramillo;;INHABILITAR
NUIP;;2002835809;;Laura Lara;;EMBARGAR
CC;;2083843631;;Luisa Mendez;;EMBARGAR
CE;;2089444830;;Juan Bautista;;EMBARGAR
NUIP;;2082789944;;Alicia Giraldo;;INHABILITAR
TI;;2019390341;;Lorena Ramirez;;EMBARGAR
TI;;2078882757;;Hernan Quiroz;;EMBARGAR
CC;;2018866449;;Claudia Salazar;;EMBARGAR
TI;;2077866103;;Andres Diaz;;EMBARGAR
CE;;2087883413;;Claudia Vega;;EMBARGAR
CC;;2061226311;;Claudia Hernandez;;EMBARGAR
RC;;2004069309;;Sebastian Diaz;;INHABILITAR
RC;;2099494827;;Hernan Quiroz;;INHABILITAR
RC;;2098583847;;Liliana Cano;;INHABILITAR
CE;;2035054491;;Luisa Vega;;EMBARGAR
RC;;2048654367;;Santiago Ramirez;;INHABILITAR
CE;;2070639226;;Manuel Aguilar;;INHABILITAR
RC;;2065172896;;Julia Molina;;EMBARGAR
CC;;2013384481;;Alicia Paredes;;EMBARGAR
CE;;2064915710;;Gabriela Gomez;;INHABILITAR
RC;;2027289301;;Marcela Rios;;INHABILITAR
RC;;2000516306;;Marcela Ramirez;;EMBARGAR
TI;;2028471036;;Diego Beltran;;INHABILITAR
RC;;2071602573;;Lucrecia Martinez;;EMBARGAR
CC;;2066927355;;Pedro Torres;;EMBARGAR
CE;;2026325092;;Roberto Rios;;INHABILITAR
NUIP;;2076575815;;Felipe Cardenas;;INHABILITAR
CE;;2053737026;;Luisa Lopez;;EMBARGAR
RC;;2045266228;;Lucrecia Giraldo;;EMBARGAR
NUIP;;2015600968;;Catalina Lara;;EMBARGAR
CE;;2022643361;;Javier Vargas;;EMBARGAR
NUIP;;2093942756;;Patricia Mendez;;INHABILITAR
CE;;2041615548;;Gloria Bautista;;INHABILITAR
CE;;2068219244;;Ricardo Moreno;;EMBARGAR
RC;;2077803750;;Hector Fernandez;;EMBARGAR
CE;;2051537821;;Gloria Ruiz;;INHABILITAR
NUIP;;2068542697;;Silvia Lopez;;INHABILITAR
NUIP;;2014629684;;Gloria Mejia;;EMBARGAR
CE;;2052041815;;Monica Lara;;EMBARGAR
CC;;2082680852;;Claudia Fernandez;;INHABILITAR
RC;;2003585088;;Mariana Gomez;;INHABILITAR
CE;;2010464330;;Lorena Molina;;EMBARGAR
CE;;2093305800;;Carlos Arias;;INHABILITAR
CC;;2012432284;;Sandra Prieto;;EMBARGAR
RC;;2001739556;;Alicia Cano;;EMBARGAR
CE;;2077313225;;Eduardo Valencia;;EMBARGAR
RC;;2067188617;;Miguel Jaramillo;;INHABILITAR
NUIP;;2002116806;;Claudia Vega;;INHABILITAR
TI;;2002730488;;Luis Prieto;;EMBARGAR
CC;;2075712806;;Marta Franco;;EMBARGAR
TI;;2044833833;;Cesar Cano;;INHABILITAR
TI;;2030090939;;Ana Vega;;EMBARGAR
NUIP;;2010460774;;Marcela Zapata;;INHABILITAR
NUIP;;2075469133;;Alicia Quiroz;;INHABILITAR
TI;;2002696513;;Lucrecia Rivera;;INHABILITAR
CE;;2012264942;;Rafael Hernandez;;INHABILITAR
TI;;2038544772;;Andres Salazar;;INHABILITAR
NUIP;;2054368638;;Sandra Zapata;;EMBARGAR
TI;;2068529118;;Santiago Bautista;;EMBARGAR
TI;;2074259744;;Claudia Prieto;;INHABILITAR
CE;;2073932200;;Ivan Gomez;;INHABILITAR
TI;;2053605293;;Monica Gallego;;EMBARGAR
CE;;2028615485;;Rosa Cabrera;;INHABILITAR
RC;;2027267802;;Luis Lara;;EMBARGAR
CE;;2055983858;;Catalina Cardenas;;INHABILITAR
TI;;2040561730;;Gabriela Vega;;INHABILITAR
TI;;2007923896;;Marcela Lopez;;EMBARGAR
NUIP;;2052542539;;Andres Cabrera;;INHABILITAR
CE;;2054278331;;Alonso Paredes;;EMBARGAR
NUIP;;2063898196;;Manuel Salazar;;EMBARGAR
NUIP;;2016888221;;Fernando Castillo;;EMBARGAR
NUIP;;2007256565;;Luisa Cardenas;;EMBARGAR
TI;;2067314549;;Liliana Rios;;EMBARGAR
NUIP;;2094423228;;Violeta Castro;;INHABILITAR
CC;;2041508346;;Oscar Moreno;;INHABILITAR
CE;;2078860460;;Tatiana Bautista;;INHABILITAR
NUIP;;2003354044;;Paola Beltran;;EMBARGAR
RC;;2044831584;;Veronica Sanchez;;INHABILITAR
TI;;2051099430;;Teresa Arango;;INHABILITAR
CE;;2075070501;;Ana Arias;;EMBARGAR
CC;;2041382332;;Luis Herrera;;EMBARGAR
TI;;2075270783;;Oscar Prieto;;INHABILITAR
TI;;2020625589;;Silvia Cabrera;;INHABILITAR
RC;;2010355624;;Alfredo Herrera;;INHABILITAR
