tipo_documento;;documento;;nombre_completo;;caracterizacion
CE;;2030836643;;Jose Giraldo;;INHABILITAR
NUIP;;2092354761;;Adriana Ramirez;;EMBARGAR
NUIP;;2062485025;;Gabriel Torres;;INHABILITAR
RC;;2099996848;;Gabriela Arias;;INHABILITAR
CE;;2036634508;;Javier Diaz;;INHABILITAR
TI;;2018434453;;Valentina Bautista;;INHABILITAR
NUIP;;2064635440;;Mariana Fernandez;;INHABILITAR
CC;;2092783621;;Carlos Lopez;;EMBARGAR
CE;;2002382335;;Fernando Gutierrez;;INHABILITAR
CC;;2097969723;;Monica Moreno;;EMBARGAR
RC;;2047826313;;Cristian Rodriguez;;INHABILITAR
NUIP;;2033830396;;Julia Velasquez;;INHABILITAR
CE;;2033297530;;Diana Giraldo;;EMBARGAR
NUIP;;2000520569;;Pedro Cardenas;;EMBARGAR
CC;;2000950902;;Luis Torres;;INHABILITAR
TI;;2075001148;;Marcela Gutierrez;;INHABILITAR
RC;;2026005715;;Angela Duarte;;INHABILITAR
NUIP;;2047422654;;Gabriel Moreno;;EMBARGAR
TI;;2055981343;;Hernan Lopez;;EMBARGAR
NUIP;;2058101123;;Victor Lopez;;INHABILITAR
TI;;2005259213;;Hernan Salazar;;EMBARGAR
CE;;2008279008;;Fernando Franco;;EMBARGAR
RC;;2091104672;;Claudia Gomez;;EMBARGAR
CC;;2014799877;;Ricardo Vargas;;INHABILITAR
NUIP;;2013604860;;Paola Acosta;;INHABILITAR
CC;;2075254844;;Violeta Ramirez;;EMBARGAR
CC;;2034984417;;Paula Ospina;;INHABILITAR
NUIP;;2059642387;;Jorge Ospina;;INHABILITAR
TI;;2003676466;;Diana Castro;;INHABILITAR
NUIP;;2020040420;;Oscar Diaz;;EMBARGAR
RC;;2032811978;;Felipe Cano;;INHABILITAR
NUIP;;2046127619;;Julia Ospina;;EMBARGAR
TI;;2049081512;;Luis Jaramillo;;EMBARGAR
RC;;2089200744;;Andres Castro;;EMBARGAR
NUIP;;2040387555;;Eduardo Arias;;INHABILITAR
TI;;2086121619;;Adriana Montoya;;INHABILITAR
TI;;2045919423;;Oscar Torres;;EMBARGAR
TI;;2011979875;;Cesar Rivera;;EMBARGAR
TI;;2088562972;;Paula Ortiz;;INHABILITAR
RC;;2007580810;;Marta Ospina;;INHABILITAR
NUIP;;2013149142;;Patricia Giraldo;;INHABILITAR
TI;;2031620343;;Beatriz Rojas;;INHABILITAR
RC;;2054022160;;Nathalia Torres;;INHABILITAR
TI;;2097099209;;Eduardo Castillo;;EMBARGAR
CC;;2043663655;;Beatriz Bonilla;;INHABILITAR
CE;;2000613904;;Andres Arias;;INHABILITAR
CE;;2088605910;;Adriana Diaz;;EMBARGAR
CE;;2059801725;;Samuel Vega;;INHABILITAR
CE;;2037497981;;Alfredo Castaño;;INHABILITAR
CE;;2068211411;;Beatriz Ospina;;EMBARGAR
CC;;2038814227;;Gabriel Moreno;;INHABILITAR
CC;;2076529719;;Rodrigo Sanchez;;INHABILITAR
CC;;2042564649;;Gabriel Cabrera;;EMBARGAR
CE;;2020921732;;Angela Ortiz;;EMBARGAR
TI;;2072456415;;Luisa Diaz;;EMBARGAR
CE;;2006580665;;Angela Castillo;;EMBARGAR
TI;;2054022457;;Marcela Munoz;;EMBARGAR
RC;;2036926551;;Camila Diaz;;EMBARGAR
TI;;2007417533;;Paola Giraldo;;EMBARGAR
CE;;2050824970;;Julia Moreno;;EMBARGAR
RC;;2064462967;;Felipe Lopez;;EMBARGAR
NUIP;;2016720049;;Rafael Moreno;;INHABILITAR
CE;;2028595831;;Adriana Vargas;;INHABILITAR
CC;;2070505856;;Luis Castro;;EMBARGAR
CC;;2020518247;;Raquel Franco;;INHABILITAR
NUIP;;2006852450;;Pedro Vega;;EMBARGAR
TI;;2045254253;;Cristian Gutierrez;;EMBARGAR
NUIP;;2086916322;;Esteban Vega;;INHABILITAR
TI;;2092411278;;Samuel Zapata;;INHABILITAR
RC;;2015859833;;Gloria Cardenas;;INHABILITAR
NUIP;;2084161112;;Rafael Montoya;;EMBARGAR
RC;;2033660529;;Hernan Cardenas;;EMBARGAR
CC;;2024081175;;Marta Vargas;;INHABILITAR
RC;;2060831245;;Liliana Beltran;;EMBARGAR
CE;;2061590919;;Oscar Vega;;INHABILITAR
NUIP;;2038540424;;Cesar Gallego;;EMBARGAR
NUIP;;2060394838;;Oscar Castro;;EMBARGAR
RC;;2047565345;;Manuel Rojas;;INHABILITAR
RC;;2050411176;;Diego Munoz;;EMBARGAR
CC;;2081111226;;Alicia Torres;;EMBARGAR
RC;;2090791254;;Catalina Munoz;;EMBARGAR
NUIP;;2020584300;;Veronica Mendez;;INHABILITAR
RC;;2039067015;;Gabriela Gomez;;INHABILITAR
NUIP;;2001139119;;Violeta Ramirez;;INHABILITAR
CE;;2044784138;;Cesar Velasquez;;INHABILITAR
RC;;2015518178;;Cristian Vega;;EMBARGAR
