tipo_documento;;documento;;nombre_completo;;caracterizacion
CC;;2016095184;;Victor Velasquez;;EMBARGAR
CE;;2062401137;;Liliana Fernandez;;EMBARGAR
TI;;2078200714;;Catalina Montoya;;EMBARGAR
TI;;2082134366;;Jose Jaramillo;;INHABILITAR
CE;;2057517274;;Luisa Herrera;;EMBARGAR
RC;;2096919022;;Raquel Ospina;;EMBARGAR
RC;;2069611939;;Alonso Ortiz;;INHABILITAR
RC;;2082661725;;Raquel Robledo;;EMBARGAR
CC;;2090395793;;Rafael Munoz;;INHABILITAR
NUIP;;2061000391;;Felipe Diaz;;INHABILITAR
RC;;2067657626;;Mauricio Castro;;INHABILITAR
CE;;2025311536;;Ricardo Jimenez;;INHABILITAR
CC;;2067699341;;Veronica Franco;;EMBARGAR
NUIP;;2043699553;;Raquel Prieto;;EMBARGAR
NUIP;;2060796961;;Fernando Moreno;;EMBARGAR
NUIP;;2098650271;;Luisa Jaramillo;;EMBARGAR
CE;;2051290180;;Sebastian Rivera;;EMBARGAR
TI;;2061422759;;Gloria Duarte;;INHABILITAR
CE;;2003263871;;Beatriz Diaz;;INHABILITAR
CC;;2017102657;;Luisa Aguilar;;EMBARGAR
TI;;2036584988;;Manuel Montoya;;INHABILITAR
NUIP;;2058185014;;Ivan Castro;;EMBARGAR
NUIP;;2020322572;;Carlos Moreno;;INHABILITAR
TI;;2092920565;;Gustavo Giraldo;;EMBARGAR
RC;;2051513694;;Jose Ospina;;EMBARGAR
RC;;2086211852;;Beatriz Salazar;;EMBARGAR
NUIP;;2040109188;;Silvia Cano;;EMBARGAR
TI;;2011791906;;Fernando Herrera;;INHABILITAR
TI;;2081970696;;Paula Giraldo;;EMBARGAR
CC;;2006310597;;Liliana Cano;;INHABILITAR
RC;;2050100558;;Teresa Salazar;;INHABILITAR
CC;;2066429154;;Beatriz Rojas;;EMBARGAR
CC;;2075500926;;Alicia Prieto;;EMBARGAR
CE;;2051467192;;Hector Arango;;INHABILITAR
