tipo_documento;;documento;;nombre_completo;;caracterizacion
NUIP;;2084110726;;Silvia Munoz;;EMBARGAR
TI;;2049920861;;Gabriela Robledo;;EMBARGAR
RC;;2030431486;;Carlos Robledo;;EMBARGAR
NUIP;;2031173873;;Oscar Murillo;;INHABILITAR
CE;;2092714339;;Hernan Aguilar;;EMBARGAR
RC;;2093375882;;Ivan Montoya;;INHABILITAR
TI;;2019910040;;Lucrecia Munoz;;INHABILITAR
CC;;2031634048;;Lorena Diaz;;INHABILITAR
TI;;2080915363;;Mariana Zapata;;EMBARGAR
CC;;2032194913;;Juan Beltran;;EMBARGAR
NUIP;;2098515158;;Luis Lopez;;EMBARGAR
NUIP;;2010599134;;Jose Rojas;;INHABILITAR
RC;;2073957968;;Cesar Acosta;;INHABILITAR
TI;;2090400804;;Valentina Acosta;;EMBARGAR
NUIP;;2074212266;;Beatriz Bonilla;;INHABILITAR
RC;;2007131847;;Alonso Jimenez;;INHABILITAR
CE;;2023472339;;Santiago Valencia;;EMBARGAR
RC;;2057487489;;Paula Gutierrez;;INHABILITAR
CC;;2085934448;;Lucrecia Prieto;;EMBARGAR
CE;;2005474680;;Gustavo Prieto;;EMBARGAR
RC;;2056764618;;Luisa Duarte;;EMBARGAR
NUIP;;2050562802;;Luisa Torres;;INHABILITAR
NUIP;;2021820103;;Diego Mejia;;INHABILITAR
CC;;2070764264;;Carmen Diaz;;INHABILITAR
TI;;2092940040;;Rafael Vargas;;EMBARGAR
NUIP;;2056643100;;Raquel Lara;;EMBARGAR
TI;;2042933896;;Veronica Zapata;;EMBARGAR
RC;;2081704868;;Javier Arango;;EMBARGAR
CC;;2050891761;;Alonso Mejia;;INHABILITAR
NUIP;;2010297797;;Marta Gutierrez;;INHABILITAR
TI;;2023595767;;Silvia Herrera;;INHABILITAR
RC;;2033769047;;Sandra Castaño;;EMBARGAR
TI;;2078518524;;Oscar Castillo;;EMBARGAR
NUIP;;2049749894;;Liliana Ortiz;;EMBARGAR
TI;;2071744158;;Ricardo Castillo;;EMBARGAR
CC;;2057645812;;Hector Arango;;INHABILITAR
CE;;2040907283;;Gustavo Garcia;;INHABILITAR
RC;;2021310610;;Beatriz Rodriguez;;INHABILITAR
TI;;2063796827;;Jorge Jaramillo;;EMBARGAR
RC;;2080396960;;Nathalia Aguilar;;INHABILITAR
CC;;2009539985;;Gabriel Mendez;;INHABILITAR
NUIP;;2044085091;;Esteban Gomez;;EMBARGAR
CE;;2062294513;;Valentina Moreno;;INHABILITAR
CC;;2005702705;;Luisa Munoz;;INHABILITAR
NUIP;;2008341185;;Santiago Montoya;;INHABILITAR
TI;;2033878184;;Gustavo Robledo;;INHABILITAR
NUIP;;2054347632;;Santiago Herrera;;EMBARGAR
TI;;2095294379;;Hernan Vega;;INHABILITAR
TI;;2083479237;;Hernan Ramirez;;EMBARGAR
RC;;2002670953;;Gloria Acosta;;INHABILITAR
TI;;2021074607;;Hector Paredes;;EMBARGAR
TI;;2039782033;;Silvia Quiroz;;INHABILITAR
NUIP;;2013090563;;Victor Prieto;;INHABILITAR
CC;;2053827955;;Cristian Herrera;;INHABILITAR
NUIP;;2013455951;;Marta Paredes;;INHABILITAR
RC;;2028257963;;Liliana Duarte;;EMBARGAR
CC;;2083596831;;Fernando Moreno;;INHABILITAR
NUIP;;2019011278;;Ivan Lopez;;INHABILITAR
NUIP;;2049512614;;Alfredo Beltran;;EMBARGAR
NUIP;;2001613412;;Monica Moreno;;EMBARGAR
RC;;2079164760;;Carmen Castillo;;INHABILITAR
TI;;2015204023;;Gabriela Castaño;;EMBARGAR
TI;;2082245444;;Oscar Rodriguez;;INHABILITAR
RC;;2021540753;;Manuel Beltran;;INHABILITAR
CE;;2093134979;;Sebastian Salazar;;EMBARGAR
CE;;2023138188;;Paula Martinez;;EMBARGAR
RC;;2077846897;;Miguel Montoya;;EMBARGAR
CC;;2035978869;;Javier Vargas;;INHABILITAR
NUIP;;2080786894;;Alonso Robledo;;EMBARGAR
CE;;2080680195;;Liliana Montoya;;EMBARGAR
CE;;2013734664;;Cristian Diaz;;INHABILITAR
NUIP;;2060503853;;Sandra Rojas;;INHABILITAR
CC;;2087551802;;Monica Mendez;;EMBARGAR
NUIP;;2020397040;;Gloria Castaño;;INHABILITAR
RC;;2063720583;;Esteban Ruiz;;INHABILITAR
NUIP;;2071772773;;Ana Vargas;;EMBARGAR
CE;;2006814748;;Samuel Ruiz;;INHABILITAR
TI;;2014555142;;Paula Munoz;;INHABILITAR
RC;;2049079271;;Raquel Molina;;EMBARGAR
NUIP;;2041653527;;Mauricio Munoz;;INHABILITAR
CC;;2042632807;;Gloria Rivera;;INHABILITAR
CC;;2071423181;;Ricardo Cano;;INHABILITAR
TI;;2065333549;;Mariana Cabrera;;INHABILITAR
CC;;2024140723;;Nathalia Robledo;;INHABILITAR
NUIP;;2090266502;;Lucrecia Moreno;;INHABILITAR
CC;;2051236298;;Fernando Vargas;;INHABILITAR
CC;;2015188514;;Camila Gutierrez;;EMBARGAR
RC;;2098527430;;Roberto Arias;;EMBARGAR
CC;;2060832882;;Gustavo Duarte;;INHABILITAR
TI;;2085034119;;Gabriel Ruiz;;EMBARGAR
NUIP;;2061662217;;Rodrigo Zapata;;EMBARGAR
RC;;2011388139;;Mariana Ortiz;;INHABILITAR
CC;;2010186088;;Gabriela Garcia;;EMBARGAR
RC;;2066928122;;Sandra Herrera;;INHABILITAR
CC;;2072995700;;Sebastian Lopez;;EMBARGAR
RC;;2066926871;;Mariana Ortiz;;EMBARGAR
TI;;2039254754;;Felipe Montoya;;INHABILITAR
RC;;2010982512;;Camila Prieto;;EMBARGAR
CC;;2053250667;;Ricardo Castro;;INHABILITAR
NUIP;;2065202462;;Luis Rios;;INHABILITAR
