tipo_documento;;documento;;nombre_completo;;caracterizacion
RC;;2068111730;;Victor Rojas;;EMBARGAR
RC;;2035246578;;Gloria Ortiz;;INHABILITAR
CE;;2038296714;;Cristian Hernandez;;EMBARGAR
CE;;2098854458;;Marcela Salazar;;INHABILITAR
NUIP;;2082843457;;Victor Jimenez;;INHABILITAR
TI;;2021288778;;Gabriela Garcia;;EMBARGAR
CC;;2093283914;;Marta Ospina;;INHABILITAR
NUIP;;2046608434;;Diego Giraldo;;EMBARGAR
RC;;2043291754;;Catalina Rojas;;EMBARGAR
CE;;2043286952;;Hector Rios;;EMBARGAR
CE;;2053243718;;Liliana Vega;;INHABILITAR
NUIP;;2023033736;;Manuel Rojas;;EMBARGAR
CE;;2087362526;;Luisa Robledo;;INHABILITAR
TI;;2059615357;;Patricia Murillo;;INHABILITAR
NUIP;;2021603161;;Monica Acosta;;INHABILITAR
NUIP;;2062804928;;Victor Diaz;;INHABILITAR
NUIP;;2068904447;;Rafael Martinez;;EMBARGAR
CE;;2011426942;;Santiago Ortiz;;INHABILITAR
CC;;2005880377;;Marta Diaz;;EMBARGAR
NUIP;;2006497840;;Ricardo Salazar;;EMBARGAR
CE;;2087289002;;Cristian Bonilla;;INHABILITAR
NUIP;;2036226468;;Juan Salazar;;INHABILITAR
RC;;2072425155;;Monica Ortiz;;EMBARGAR
CC;;2039454190;;Luis Montoya;;EMBARGAR
CE;;2076210174;;Miguel Jimenez;;EMBARGAR
TI;;2023703336;;Luis Cardenas;;INHABILITAR
TI;;2040633476;;Andres Cabrera;;EMBARGAR
NUIP;;2015478616;;Beatriz Herrera;;EMBARGAR
TI;;2076393511;;Miguel Herrera;;INHABILITAR
CE;;2021577753;;Juan Zapata;;EMBARGAR
TI;;2074873381;;Silvia Moreno;;EMBARGAR
RC;;2054038639;;Juan Ramirez;;INHABILITAR
CE;;2009186632;;Monica Castro;;INHABILITAR
CE;;2001529157;;Alfredo Diaz;;INHABILITAR
TI;;2014502018;;Raquel Castaño;;INHABILITAR
RC;;2077290212;;Tatiana Vargas;;EMBARGAR
CC;;2016233915;;Veronica Beltran;;INHABILITAR
CC;;2013232397;;Nathalia Jaramillo;;INHABILITAR
RC;;2081885696;;Liliana Cabrera;;EMBARGAR
CE;;2036237408;;Gloria Molina;;INHABILITAR
RC;;2024614812;;Luisa Castro;;INHABILITAR
NUIP;;2087224726;;Veronica Lara;;INHABILITAR
CC;;2055242997;;Alfredo Hernandez;;EMBARGAR
CE;;2081332092;;Eduardo Herrera;;EMBARGAR
RC;;2027828108;;Claudia Salazar;;INHABILITAR
RC;;2055266788;;Teresa Franco;;INHABILITAR
NUIP;;2025872990;;Sebastian Martinez;;INHABILITAR
TI;;2083825578;;Oscar Valencia;;INHABILITAR
RC;;2070540367;;Ricardo Lara;;EMBARGAR
CC;;2039578611;;Diego Ortiz;;INHABILITAR
