tipo_documento;;documento;;nombre_completo;;caracterizacion
CE;;2058759497;;Andres Quiroz;;INHABILITAR
TI;;2080822177;;Luisa Diaz;;EMBARGAR
NUIP;;2093163644;;Felipe Cardenas;;INHABILITAR
TI;;2026868851;;Diego Ruiz;;EMBARGAR
CE;;2004058927;;Nathalia Moreno;;EMBARGAR
CE;;2062287293;;Ricardo Murillo;;INHABILITAR
CC;;2062231007;;Gabriel Castro;;EMBARGAR
CE;;2063366865;;Teresa Lara;;INHABILITAR
NUIP;;2030898299;;Oscar Jaramillo;;EMBARGAR
RC;;2053809973;;Javier Diaz;;INHABILITAR
CE;;2064334676;;Camila Rivera;;EMBARGAR
TI;;2002940162;;Andres Cano;;EMBARGAR
CE;;2060174854;;Liliana Rojas;;INHABILITAR
CE;;2036514889;;Teresa Zapata;;INHABILITAR
CE;;2068448367;;Camila Ortiz;;EMBARGAR
NUIP;;2084672795;;Javier Cano;;INHABILITAR
CC;;2099364322;;Nathalia Martinez;;INHABILITAR
TI;;2087795238;;Ricardo Herrera;;INHABILITAR
CC;;2081572805;;Jorge Rojas;;EMBARGAR
TI;;2067551834;;Patricia Moreno;;INHABILITAR
CE;;2015195958;;Tatiana Castro;;INHABILITAR
TI;;2098202595;;Felipe Diaz;;INHABILITAR
TI;;2020592361;;Catalina Paredes;;INHABILITAR
CE;;2062231477;;Claudia Gallego;;INHABILITAR
NUIP;;2090242195;;Camila Gallego;;EMBARGAR
TI;;2038664486;;Silvia Lopez;;EMBARGAR
TI;;2026462918;;Manuel Lopez;;EMBARGAR
NUIP;;2046085494;;Pedro Cabrera;;INHABILITAR
CC;;2053124887;;Cesar Bautista;;EMBARGAR
RC;;2086284996;;Mauricio Rojas;;EMBARGAR
NUIP;;2081030451;;Alonso Castro;;INHABILITAR
CE;;2089516483;;Nathalia Arias;;EMBARGAR
CC;;2063966730;;Raquel Ortiz;;EMBARGAR
CC;;2069707999;;Victor Cardenas;;INHABILITAR
CE;;2022899982;;Javier Herrera;;INHABILITAR
CE;;2055597613;;Liliana Valencia;;EMBARGAR
CE;;2025296126;;Marta Rios;;EMBARGAR
RC;;2058958066;;Fernando Rivera;;EMBARGAR
RC;;2037242556;;Carmen Paredes;;EMBARGAR
RC;;2038156502;;Gabriel Cano;;INHABILITAR
TI;;2062915712;;Nathalia Castillo;;EMBARGAR
CE;;2095954209;;Santiago Garcia;;EMBARGAR
NUIP;;2058425282;;Esteban Castillo;;EMBARGAR
RC;;2071310373;;Paola Torres;;INHABILITAR
CE;;2078177363;;Beatriz Gomez;;EMBARGAR
RC;;2019688909;;Paola Cabrera;;EMBARGAR
NUIP;;2035167002;;Claudia Arias;;INHABILITAR
CC;;2027639187;;Juan Salazar;;EMBARGAR
NUIP;;2097425302;;Victor Franco;;INHABILITAR
NUIP;;2031726670;;Manuel Bautista;;EMBARGAR
CC;;2020613984;;Eduardo Robledo;;INHABILITAR
NUIP;;2079269405;;Oscar Cabrera;;INHABILITAR
CC;;2050783064;;Esteban Zapata;;EMBARGAR
CC;;2034804121;;Carlos Moreno;;INHABILITAR
CE;;2046181091;;Mariana Salazar;;INHABILITAR
RC;;2094388819;;Beatriz Arango;;EMBARGAR
TI;;2035328635;;Silvia Cabrera;;EMBARGAR
RC;;2010579625;;Jorge Diaz;;EMBARGAR
TI;;2034966718;;Carlos Giraldo;;EMBARGAR
NUIP;;2082888932;;Paula Hernandez;;EMBARGAR
NUIP;;2072241545;;Gabriel Diaz;;EMBARGAR
CE;;2080270829;;Gustavo Robledo;;EMBARGAR
TI;;2079312866;;Julia Jimenez;;EMBARGAR
NUIP;;2021183648;;Monica Sanchez;;EMBARGAR
NUIP;;2079894200;;Rafael Giraldo;;INHABILITAR
NUIP;;2098177131;;Pedro Hernandez;;INHABILITAR
TI;;2066040005;;Luis Giraldo;;EMBARGAR
TI;;2012784600;;Andres Gomez;;INHABILITAR
CE;;2011279666;;Santiago Ramirez;;INHABILITAR
CE;;2019923127;;Tatiana Zapata;;EMBARGAR
TI;;2061023576;;Luis Rios;;INHABILITAR
CC;;2086052415;;Gustavo Acosta;;EMBARGAR
RC;;2040450338;;Camila Duarte;;INHABILITAR
