tipo_documento;;documento;;nombre_completo;;caracterizacion
NUIP;;2052967601;;Eduardo Gutierrez;;EMBARGAR
CE;;2049968080;;Andres Torres;;EMBARGAR
RC;;2071738159;;Carmen Acosta;;EMBARGAR
CC;;2068596643;;Mariana Lopez;;INHABILITAR
RC;;2072891939;;Oscar Jimenez;;INHABILITAR
RC;;2039218353;;Luis Ortiz;;INHABILITAR
TI;;2055442483;;Beatriz Moreno;;EMBARGAR
NUIP;;2040847113;;Violeta Franco;;EMBARGAR
NUIP;;2056539643;;Luis Velasquez;;INHABILITAR
TI;;2024767058;;Monica Rojas;;EMBARGAR
NUIP;;2009793089;;Patricia Arango;;INHABILITAR
CC;;2020233965;;Luisa Murillo;;INHABILITAR
NUIP;;2092032615;;Carlos Gomez;;INHABILITAR
CE;;2027372947;;Ricardo Moreno;;INHABILITAR
CC;;2016183170;;Tatiana Cardenas;;EMBARGAR
NUIP;;2093287630;;Diego Ortiz;;INHABILITAR
TI;;2033791871;;Patricia Rivera;;EMBARGAR
RC;;2079781712;;Hernan Prieto;;EMBARGAR
RC;;2009170297;;Gabriela Cano;;INHABILITAR
CE;;2061264393;;Alicia Vargas;;INHABILITAR
CC;;2074947848;;Santiago Valencia;;INHABILITAR
CE;;2031913539;;Felipe Mendez;;INHABILITAR
CC;;2023747278;;Diego Martinez;;INHABILITAR
CE;;2047908958;;Paula Mejia;;EMBARGAR
NUIP;;2021000836;;Eduardo Moreno;;INHABILITAR
RC;;2064988032;;Diana Torres;;INHABILITAR
NUIP;;2006047577;;Mauricio Montoya;;EMBARGAR
CC;;2085688411;;Paola Cardenas;;INHABILITAR
TI;;2068707433;;Ivan Herrera;;EMBARGAR
TI;;2034221833;;Lorena Hernandez;;INHABILITAR
CC;;2063783950;;Adriana Beltran;;EMBARGAR
NUIP;;2039972336;;Miguel Cano;;INHABILITAR
NUIP;;2053001062;;Alicia Sanchez;;INHABILITAR
TI;;2005906164;;Juan Paredes;;EMBARGAR
NUIP;;2038726952;;Alfredo Rojas;;INHABILITAR
RC;;2085861251;;Beatriz Ospina;;INHABILITAR
TI;;2061801806;;Gloria Ramirez;;INHABILITAR
CC;;2020124550;;Jorge Moreno;;INHABILITAR
TI;;2032687115;;Santiago Torres;;EMBARGAR
CC;;2034331084;;Liliana Rivera;;INHABILITAR
NUIP;;2071547962;;Rodrigo Ortiz;;INHABILITAR
