tipo_documento;;documento;;nombre_completo;;caracterizacion
NUIP;;2037494014;;Alicia Aguilar;;EMBARGAR
TI;;2083776148;;Nathalia Munoz;;EMBARGAR
NUIP;;2088470687;;Carmen Ramirez;;EMBARGAR
TI;;2030174815;;Silvia Lopez;;INHABILITAR
CC;;2078101781;;Rodrigo Beltran;;INHABILITAR
TI;;2093048287;;Camila Cano;;EMBARGAR
CC;;2049322135;;Rodrigo Arango;;INHABILITAR
TI;;2070760524;;Veronica Martinez;;EMBARGAR
CE;;2014879137;;Hector Castro;;EMBARGAR
CC;;2046191479;;Carmen Torres;;INHABILITAR
CE;;2043366957;;Gloria Ruiz;;EMBARGAR
CE;;2065188049;;Paula Gutierrez;;EMBARGAR
RC;;2085996234;;Felipe Molina;;INHABILITAR
TI;;2098721629;;Violeta Munoz;;EMBARGAR
NUIP;;2094250002;;Roberto Paredes;;INHABILITAR
CE;;2091108483;;Lucrecia Montoya;;EMBARGAR
NUIP;;2000141684;;Ricardo Rios;;INHABILITAR
NUIP;;2011086070;;Nathalia Vega;;INHABILITAR
NUIP;;2023872043;;Rodrigo Robledo;;INHABILITAR
CC;;2002727255;;Pedro Rios;;INHABILITAR
CC;;2094826509;;Cesar Montoya;;INHABILITAR
RC;;2083377692;;Manuel Jimenez;;EMBARGAR
RC;;2030586713;;Marcela Prieto;;INHABILITAR
CC;;2061900346;;Sandra Vega;;EMBARGAR
RC;;2056721246;;Mauricio Aguilar;;EMBARGAR
CC;;2090997505;;Lucrecia Vega;;INHABILITAR
CE;;2091358365;;Roberto Moreno;;EMBARGAR
TI;;2016513222;;Luis Bautista;;EMBARGAR
CE;;2021601468;;Monica Zapata;;INHABILITAR
CE;;2028342645;;Paula Ruiz;;EMBARGAR
CE;;2006788493;;Paula Giraldo;;INHABILITAR
TI;;2094391984;;Jorge Giraldo;;EMBARGAR
CC;;2034818758;;Samuel Cabrera;;INHABILITAR
CE;;2072628255;;Mariana Rodriguez;;EMBARGAR
CE;;2039460527;;Fernando Torres;;EMBARGAR
CE;;2066275631;;Luis Herrera;;EMBARGAR
RC;;2037563786;;Hernan Diaz;;INHABILITAR
RC;;2082890736;;Rodrigo Ortiz;;EMBARGAR
CC;;2073442759;;Carmen Vega;;EMBARGAR
RC;;2023185491;;Pedro Cano;;INHABILITAR
TI;;2044227257;;Alicia Ramirez;;INHABILITAR
TI;;2062731842;;Ivan Hernandez;;INHABILITAR
CC;;2049782678;;Samuel Lopez;;EMBARGAR
TI;;2018749741;;Valentina Gutierrez;;EMBARGAR
CE;;2022490511;;Rafael Paredes;;INHABILITAR
TI;;2009781867;;Teresa Giraldo;;INHABILITAR
TI;;2086068413;;Hernan Rios;;INHABILITAR
TI;;2013635834;;Tatiana Prieto;;INHABILITAR
CC;;2082801332;;Carlos Garcia;;EMBARGAR
CC;;2049679117;;Adriana Ramirez;;INHABILITAR
CC;;2083993380;;Cristian Duarte;;INHABILITAR
TI;;2091685899;;Silvia Lara;;INHABILITAR
RC;;2081334623;;Fernando Castillo;;INHABILITAR
CE;;2029999908;;Liliana Garcia;;INHABILITAR
CE;;2049106715;;Paola Sanchez;;EMBARGAR
NUIP;;2045228232;;Nathalia Beltran;;EMBARGAR
TI;;2041778082;;Juan Vega;;EMBARGAR
CE;;2073402355;;Manuel Lopez;;EMBARGAR
NUIP;;2096214056;;Esteban Torres;;INHABILITAR
CC;;2075984282;;Alonso Gomez;;INHABILITAR
TI;;2090458146;;Liliana Diaz;;EMBARGAR
CC;;2032047722;;Rosa Arango;;INHABILITAR
CC;;2050058058;;Diego Acosta;;INHABILITAR
NUIP;;2079335772;;Marta Ramirez;;EMBARGAR
CC;;2039213188;;Cesar Cano;;EMBARGAR
TI;;2085933676;;Liliana Cardenas;;INHABILITAR
TI;;2017199695;;Manuel Gallego;;INHABILITAR
TI;;2055705500;;Liliana Gomez;;INHABILITAR
TI;;2035591511;;Jorge Cano;;INHABILITAR
TI;;2000327838;;Ivan Vega;;INHABILITAR
TI;;2003119564;;Rafael Aguilar;;INHABILITAR
NUIP;;2083580573;;Luis Cano;;EMBARGAR
CE;;2085067192;;Javier Garcia;;EMBARGAR
CC;;2051430154;;Esteban Mendez;;INHABILITAR
NUIP;;2072152566;;Carmen Herrera;;INHABILITAR
CE;;2007898686;;Tatiana Arias;;INHABILITAR
CC;;2016319688;;Hector Torres;;EMBARGAR
RC;;2066408008;;Teresa Mejia;;EMBARGAR
CC;;2035352683;;Raquel Munoz;;INHABILITAR
RC;;2081187397;;Marta Hernandez;;INHABILITAR
NUIP;;2095602405;;Paula Beltran;;EMBARGAR
CE;;2020035578;;Julia Arango;;EMBARGAR
RC;;2012373784;;Hector Cardenas;;EMBARGAR
CC;;2079049635;;Pedro Diaz;;INHABILITAR
TI;;2008776262;;Jorge Ortiz;;EMBARGAR
NUIP;;2043008626;;Rodrigo Hernandez;;EMBARGAR
RC;;2093122703;;Miguel Duarte;;EMBARGAR
CE;;2062541138;;Lucrecia Fernandez;;INHABILITAR
RC;;2024176695;;Jorge Gutierrez;;INHABILITAR
NUIP;;2024156826;;Javier Giraldo;;INHABILITAR
RC;;2069413995;;Jorge Torres;;EMBARGAR
CC;;2093943383;;Adriana Montoya;;EMBARGAR
RC;;2087975829;;Ricardo Robledo;;INHABILITAR
NUIP;;2051925280;;Felipe Ortiz;;EMBARGAR
CE;;2042872897;;Oscar Prieto;;EMBARGAR
CC;;2058746103;;Lucrecia Aguilar;;INHABILITAR
RC;;2026675946;;Hector Gallego;;INHABILITAR
RC;;2028232441;;Rosa Duarte;;EMBARGAR
RC;;2072849397;;Juan Rojas;;INHABILITAR
CE;;2006693977;;Eduardo Martinez;;EMBARGAR
